putativeCellType,geneticLine,acgPeak,burstIndex,firingRate,troughtToPeak,brainRegion,lightResponse,rateDuringRipples,preferedThetaphase,thetaModulation,sessionName
Pyramidal Cell,id2/dlx/ai80,2.34,4.72876687988628,1.19717333300928,0.734135065497129,CA3,0,2.75645540948135,2.16058049761243,0.166017806268557,fnkx9_200818_sess2
Narrow Interneuron,id2/dlx/ai80,1.82,0.606879975965149,0.84929854112084,0.432020824793338,DG,0,11.5590985702903,2.89594651518476,0.366176693609345,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,1.78,0.404521963824289,0.93769920319368,0.557547983603305,DG,0,10.1375435415751,2.94863804602907,0.362788241221161,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,2.38,2.67549668874172,0.718286581072389,0.491760798133313,CA3,0,0.433010690662634,2.15817995096429,0.309052905576084,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,0.98,0.717383177570093,1.01994088338463,0.462679899774421,PTLp,0,1.7491173603391,4.99638601165268,0.0336638001120838,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,1.82,0.527415143603133,0.814729609384542,0.472064532438036,DG,0,12.9414355206393,2.91756573424091,0.371077175836979,fnkx9_200818_sess2
Wide Interneuron,id2/dlx/ai80,1.34,0.413700564971752,1.6731488705334,0.636530039744193,PTLp,0,1.19740571062644,2.31260566507342,0.0231223017934778,fnkx9_200818_sess2
Narrow Interneuron,id2/dlx/ai80,2.18,1.30859835100118,0.442953409933591,0.380389207010496,DG,0,7.56392980242619,2.13424415537292,0.356626567162798,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,1.74,0.465681651472283,1.18700505257833,0.572998350548611,PTLp,0,1.42296617145765,0.566650624767894,0.00701616511013128,fnkx9_200818_sess2
Narrow Interneuron,id2/dlx/ai80,2.1,1.15001888726998,2.6991700536094,0.263111526978814,CA1sp,0,11.3585165021398,2.65037792904206,0.285394624458169,fnkx9_200818_sess2
Wide Interneuron,id2/dlx/ai80,1.62,0.758641833371656,1.30525676040255,0.571911595600978,PTLp,0,1.35364571369375,4.3418447302652,0.0149790326648491,fnkx9_200818_sess2
Narrow Interneuron,id2/dlx/ai80,2.18,1.30416068866571,0.529886962710121,0.402309093232263,DG,0,5.0109705212307,2.0694882676323,0.218059156221418,fnkx9_200818_sess2
Wide Interneuron,id2/dlx/ai80,1.06,0.406549173194082,0.921743354059256,0.731970642309238,PTLp,0,2.86972021591776,4.31777046565805,0.0242141336194342,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,2.1,1.02425044091711,0.86843461722439,0.728542730136784,PTLp,0,1.4070529413629,5.32099790738865,0.0291467819107612,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,1.74,0.836438923395445,0.771234699951906,0.563575799073636,PTLp,0,1.7102762746851,0.834910086345897,0.0172019604416051,fnkx9_200818_sess2
Narrow Interneuron,id2/dlx/ai80,2.3,1.43465909090909,0.875183696475787,0.290251109279956,CA1sp,0,6.98450149627479,3.03379481026895,0.254399260137831,fnkx9_200818_sess2
Wide Interneuron,id2/dlx/ai80,1.02,0.541192230408573,1.19577790652607,0.552242539348001,PTLp,0,0.769896602010323,1.66080958564484,0.0212397539173611,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,2.14,3.38620245003224,0.535238291707763,0.561659979443563,CA1sp,0,10.7918999513683,3.52422655188387,0.387110547933292,fnkx9_200818_sess2
Pyramidal Cell,id2/dlx/ai80,2.3,3.25806451612903,0.389043279428621,0.754600313117033,DG,0,6.29168547433297,2.39489767980876,0.204955922328979,fnkx9_200818_sess2
Wide Interneuron,id2/dlx/ai80,1.86,0.843849034860271,0.694602554660686,0.637017415795044,DG,0,8.31943803245178,2.18286734992187,0.176183007850353,fnkx9_200818_sess2
Wide Interneuron,id2/dlx/ai80,1.86,0.753410059676044,1.05711117932648,0.559083521546171,CA3,0,1.47975384371062,3.8448022952578,0.178965746875128,fnkx9_200818_sess2
Wide Interneuron,id2/dlx/ai80,1.38,0.572107258690786,1.18570427404132,0.564511698206226,PTLp,0,2.54967094745984,4.00123799090096,0.0257453997641654,fnkx9_200818_sess2
Narrow Interneuron,id2/dlx/ai80,2.06,1.00121952089232,20.9103856301203,0.333604041562547,DG,0,14.2906133856896,2.5901983490266,0.206141759219512,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,3.2888091440723,0.346579846477595,0.586900196443827,CA1sp,0,17.3004043299664,2.45190315275708,0.151934781162611,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,2.06,0.64276483854229,27.9441714219363,0.258642610252968,CA3,0,10.0072772960094,1.77069650883556,0.285870393519052,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,2.58605519686036,1.58694045756617,0.749765788016866,CA1sp,0,5.02753026182675,2.5000016377393,0.164898873320666,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,1.98,1.28762405197808,8.08614629953633,0.379335421236509,CA1sp,0,19.1064964966538,3.29473673144961,0.27306208688196,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,6.56021650879567,0.308979770513772,0.765883262155695,CA1sp,0,17.7468459795889,2.23430227800055,0.155139700842287,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,6.08888888888889,0.721703752771142,0.753180957747122,CA1sp,0,4.31525239038807,2.73751474829147,0.123344750886216,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,8.81495716230283,1.21808668913513,0.690674286899643,CA1sp,0,14.5610106050759,3.16043986831555,0.163216532550734,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,4.28843905150766,3.14936830150813,0.710449979490782,CA1sp,0,7.63102344948478,2.42935312003413,0.0769914899336572,fnkx8_200911_sess19
Wide Interneuron,id2/dlx/ai80,1.62,0.166504754334835,5.8893090636477,0.474211780354792,CA1sp,0,-0.495246281194694,2.55517627798799,0.18285114872704,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,1.98,0.580329683394937,16.3664485896825,0.440758185024769,CA1sp,0,5.51324762753943,2.01175877541063,0.199896922580921,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,8.32256728778468,0.439834433939371,0.769974359102888,CA1sp,0,16.6637808131538,2.80711520953562,0.196574645347636,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,5.29440524817428,1.11817931311734,0.738520999348572,CA1sp,0,9.55657574611024,2.71872092730898,0.118556510292082,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,8.05946985304216,0.833456712959619,0.754711057475343,CA1sp,0,7.95967421084949,3.30452131561832,0.162869097283896,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,5.55117935024477,0.396218946316578,0.757424448649193,CA1sp,0,11.7422348771665,2.2013463922121,0.184961811220723,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,1.78,0.66354666057885,2.86289871830486,0.29344424283877,CA1sp,0,6.31906076222698,3.3798569030464,0.171228891584292,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,1.86,0.638663467858949,8.71818184115001,0.350032031018544,CA1sp,0,28.7937047070778,3.11563454120896,0.200011535173001,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,2.10374046316927,1.71678710397977,0.740642159459897,CA1sp,0,10.0275482615608,2.70149248602373,0.149038921949439,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,12.1825590872046,0.33473939473784,0.776951509570836,CA1sp,0,9.65704941411968,3.10801919675633,0.127219629500069,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,4.35199514489455,1.80625291676585,0.727032376365481,CA1sp,0,1.38882464757449,2.36961655947556,0.179575125414055,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,44.9690476190476,0.149065786190392,0.763652944724993,CA1sp,0,11.4442051799381,3.04624059785834,0.324911554742906,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.3,5.22718677778556,2.7300762854825,0.760860886527364,CA1sp,0,11.5572759768288,2.66775342182499,0.283504712077929,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,5.24467120181406,0.640471223769557,0.748519319405344,CA1sp,0,0.722438154792264,2.92214894777667,0.16222952733745,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,22.7551574375679,0.386227426962587,0.782334616300862,CA1sp,0,-2.17640323309522,2.64721045290866,0.0818634787496176,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,1.94,1.09491957460653,6.86489887842395,0.282846595551279,CA1sp,0,24.7018323388823,3.25909693191547,0.325274548325805,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,5.50151909722222,0.961907477326114,0.761576934642092,CA1sp,0,5.44664009164019,2.89661201936977,0.11957624323027,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,4.64212405176261,0.322735870704265,0.68998428987044,CA1sp,0,15.9695686417722,2.94615775711106,0.228461450462538,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,3.37733997584541,1.52614878604777,0.576304040290213,CA1sp,0,-2.63173600721686,3.455233855764,0.0266314516693095,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,4.04744357438968,0.722928751623294,0.713522206126607,CA1sp,0,14.5753554480184,2.85294660650801,0.180667486217665,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,6.39073711676451,1.27029809014369,0.714134911761239,CA1sp,0,4.77887206479458,2.53301979001687,0.0694503372657053,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.14,9.04791666666667,0.252757115596986,0.767379378811566,CA1sp,0,2.6482811351481,3.35928747427031,0.170169620542957,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,6.14577064526914,0.999084213705158,0.754408790454144,CA1sp,0,-0.165762617637838,2.49693249895796,0.149054983647332,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,3.97498850574713,1.4562750845698,0.732375102133767,CA1sp,0,-0.441212391733032,2.30536000827876,0.105359116085073,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,11.9116420174441,0.64352792146477,0.760521761201307,CA1sp,0,-0.950439834049746,2.61514213959966,0.0271627367004313,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,16.1642819289878,0.398508166249024,0.760282053193359,CA1sp,0,19.653863067945,2.2569226810355,0.18551512111152,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,5.68677549089189,0.544367465438532,0.731969154990111,CA1sp,0,1.15088683195988,3.08814320601861,0.105587918711397,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,18.9990923530747,0.36680187018417,0.762446315580059,CA1sp,0,13.9642400437689,2.25272225266171,0.19877815621963,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,1.9,0.698271604938272,0.946170768054121,0.45959797417456,CA1sp,0,1.86690328456982,2.71545314321395,0.245473344016312,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,13.2054597701149,0.887822157917114,0.735248709026552,CA1sp,0,11.3822045566004,2.72186965071546,0.159351583189951,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,1.98,0.843886615128089,5.72543835581688,0.280461017843803,CA1sp,0,-2.29105370737135,2.61319177580522,0.208073795681885,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,2.69583052371319,1.35440370562759,0.713005804897626,CA1sp,0,6.90479637894849,2.65208050450833,0.21134933758828,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,4.66503167790721,0.391595901110095,0.752422178522485,CA1sp,0,17.5150291803362,3.82199043095081,0.0596785461518183,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,5.02799418988512,2.34200897129814,0.655165131373136,CA1sp,0,0.717890399841062,2.45632587408858,0.0814296232845877,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,9.5298595146871,1.14246957523206,0.755942014888827,CA1sp,0,9.2818831431421,2.39095069006127,0.119123648127807,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,5.94632034632034,0.168671662000139,0.768996734249532,CA1sp,0,9.78831369605639,3.1268746772633,0.192919538353945,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,4.30774278215223,0.923972502337099,0.770088533882624,CA1sp,0,-1.39808181653523,3.11991868640842,0.0420440490781566,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,3.11443311056396,0.709247923292774,0.769672974088004,CA1sp,0,9.76542379165172,3.14551464381976,0.165835430330326,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.1,2.23393182409576,0.954757906137179,0.739818887115954,CA1sp,0,11.8207207972984,3.35211401340764,0.203980469973406,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,4.06778486962545,2.18832640608345,0.60945787668914,CA1sp,0,-1.81906254522941,1.3077257697902,0.0282908676785475,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,4.27636643571979,0.563791117698809,0.724153843637429,CA1sp,0,16.2786807621991,3.08638055043299,0.207588248246776,fnkx8_200911_sess19
Wide Interneuron,id2/dlx/ai80,1.58,0.210709318497914,4.64436683135751,0.560737312846122,CA1slm,1,-4.72387818303638,0.250653610101092,0.299298738436686,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,2.4963634122288,0.895370826942496,0.662479664120045,CA1sp,0,12.8932610013847,2.74954819893644,0.112337804594461,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,4.49454240134341,0.506430428769231,0.739837133555211,CA1sp,0,5.93965779368952,3.08566369129863,0.138405738004684,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,4.9507915315659,0.887218636679101,0.78061961512039,CA1sp,0,10.218503484076,2.69340706610142,0.226092515787327,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,8.68345636126791,1.02838043141075,0.751243437359157,CA1sp,0,11.9704278165474,2.63689881561853,0.161413880367775,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,1.94,1.46081843797161,4.36872386587008,0.289115275014162,CA1sp,0,-6.93604137870621,1.11646011481887,0.444139278155716,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,2.26573898376555,2.09317134599745,0.734404141591252,CA1sp,0,3.37203302024724,2.88597869970479,0.137283568451905,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.34,7.75946867707772,1.07427995797409,0.691184687518884,CA3,0,6.73555553237827,2.43432450772993,0.149737587900888,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,2.6981166981167,2.00330066899325,0.724023885015383,CA1sp,0,-1.8524199571186,2.44004631229905,0.12725284796409,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,5.23324894514768,1.10513164324722,0.779274538287381,CA1sp,0,0.711421348616824,2.25396149153386,0.14455290987251,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,1.98,1.07901527663088,2.5812557598199,0.763972425924566,CA1sp,0,-2.26143695223184,3.37303402735422,0.245688024186294,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,1.34,0.662492546213477,0.93079159201113,0.508107384870019,CA1sp,1,-3.34817234350458,4.53928251608066,0.0109591341615757,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,6.09513667021654,0.958704838862301,0.767707987626779,CA1sp,0,2.47699100466336,2.18004888573531,0.0659610395576576,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,2.1,0.84117987275882,2.71109231367256,0.389576950658679,CA1sp,0,-3.85514414244252,1.59744333438551,0.168204666881634,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,2.0215114104003,1.47316121999968,0.748531197515153,CA1sp,0,10.1481325026349,2.77453367297759,0.119819798512369,fnkx8_200911_sess19
Narrow Interneuron,id2/dlx/ai80,2.1,1.36998556998557,1.58513199338787,0.306485871713355,CA1sp,0,-0.554025978933325,1.43910543522724,0.245469298203779,fnkx8_200911_sess19
Wide Interneuron,id2/dlx/ai80,1.62,0.453423120089787,2.82642427323413,0.551584326134093,CA3,0,-1.44431674258282,4.80582520857344,0.149779060776413,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,2.34423937360179,0.362088431235341,0.753557723127013,CA1sp,0,-0.216435123583863,2.79452110186888,0.219566872726811,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.18,6.96414499605989,0.488342582947228,0.750119991001065,CA1sp,0,-0.681340076179873,3.27021241234032,0.232155790706972,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,3.08412435337251,1.76679055619745,0.74436653622304,CA1sp,0,1.60517491808229,2.14770645606494,0.0670876584296236,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,3.82334384858044,1.40861798430357,0.609451360170932,CA1sp,1,2.41923811781342,2.84481975832169,0.103720248197632,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,5.21906841339156,1.50741918174746,0.762072628268631,CA1sp,0,-0.524880647258476,2.74938266154024,0.152334716378805,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.14,4.23710379117464,0.903036194016176,0.779749881920482,CA1sp,0,9.02862181842003,2.96715409333871,0.188401643669607,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,3.86711711711712,1.1464575395845,0.739907126573794,CA1sp,0,-1.03552421779683,1.59365530578892,0.102408748614599,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.1,1.30972190990181,0.923520016667842,0.745150480529484,CA1sp,0,12.0371670232385,2.71478532752675,0.170167279047608,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,7.21796835119959,1.15992130187699,0.87942005331803,,0,12.0466669741983,2.62034368785913,0.154030678326973,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.22,3.53944178959762,1.68901671634296,0.699350013120499,CA1sp,0,-0.710143928153889,2.72415184652524,0.118371467762503,fnkx8_200911_sess19
Wide Interneuron,id2/dlx/ai80,1.34,0.137900367016146,7.28189106001148,0.574129045919927,CA1sp,0,-4.19836656461156,1.64500886490537,0.0483217708337409,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,4.68869918699187,1.53474312094959,0.762855450540624,CA1sp,0,3.62169313591555,2.53742057309786,0.134383305757577,fnkx8_200911_sess19
Pyramidal Cell,id2/dlx/ai80,2.26,7.8227899432279,0.339147202147532,0.632479328786414,CA1sp,0,5.51906429411528,2.81519146285969,0.156381097281159,fnkx8_200911_sess19
