SessionName,Subject,Path,Location,Strain,GeneticLine,Optogenetics,Behavior,numCells,brainRegions,Project,n� neurons,Pyr,Inh,A,B,Neuroscope,
fnkx9_200818_sess2,fnkx9,fNkx9\fNkx9_200818_sess2,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,66,CA1so CA1sp CA1sr CA1slm CA3 DG PTLp5 PTLp6 PTLp2_3,Bibliocampus neuroGli2d,,,,,,no,
fnkx9_200820_sess4,fnkx9,fnkx9\fnkx9_200820_sess4,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,54,PTLp5 PTLp6 PTLp2_3 CA1so CA1sp CA1sr CA1slm CA3 DG,Bibliocampus neuroGli2d,33,16,17,"2, 3, 4, 6, 7, 8","3, 7, 8",no,
fnkx9_200821_sess5,fnkx9,fNkx9\fNkx9_200821_sess5,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,32,PTLp5 PTLp6 PTLp2_3 CA1so CA1sp CA1sr CA1slm CA3 DG,Bibliocampus neuroGli2d,13,6,7,"2, 6, 8","3, 4, 7",no,
fnkx9_200824_sess6,fnkx9,fNkx9\fNkx9_200824_sess6,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,40,PTLp5 PTLp2_3 PTLp6 CA1so CA1sp CA1sr CA1slm CA3 DG,Bibliocampus neuroGli2d,10,4,6,"2, 3, 4, 7","7, 8",no,
fnkx9_200825_sess7,fnkx9,fNkx9\fNkx9_200825_sess7,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,66,PTLp5 PTLp6 PTLp2_3 CA1so CA1sp CA1sr CA1slm CA3 DG,Bibliocampus neuroGli2d,16,7,9,"3, 4, 7","2, 5, 6, 7, 8",no,
fnkx9_200826_sess8,fnkx9,fNkx9\fNkx9_200826_sess8,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,47,PTLp5 PTLp6 PTLp2_3 CA1so CA1sp CA1sr CA1slm CA3 DG,Bibliocampus neuroGli2d,17,8,9,"2, 3, 4, 7","6, 7, 8",no,
fnkx9_200827_sess9,fnkx9,fNkx9\fNkx9_200827_sess9,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,30,PTLp5 PTLp6 PTLp2_3 CA1so CA1sp CA1sr CA1slm CA3 DG,Bibliocampus neuroGli2d,8,5,3,"3, 7","7, 8",no,
fnkx9_200828_sess10,fnkx9,fNkx9\fNkx9_200828_sess10,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,26,PTLp5 PTLp6 PTLp2_3 CA1so CA1sp CA1sr CA1slm CA3 DG,Bibliocampus neuroGli2d,9,4,5,"2, 3, 7","3, 7",yes,
fnkx9_200909_sess17,fnkx9,fNkx9\fNkx9_200909_sess17,neural,c57b1/6,id2/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,46,PTLp5 PTLp6 PTLp2_3 CA1so CA1sp CA1sr CA1slm CA3 DG,Bibliocampus neuroGli2d,1,1,,,2,yes,
fpv3_210301_sess1,fpv3,fPv3\fPV3_210301_sess1,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,16,PTLp CA1sp CA1so CA3 DG CA1sr CA1slm,Bibliocampus,,,,,,no,17
fpv3_210302_sess2,fpv3,fpv3\fpv3_210302_sess2,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,15,PTLp CA1sp CA1so CA1slm CA1sr CA3 DG,Bibliocampus,,,,,,no,
fpv3_210304_sess4,fpv3,fPv3\fPV3_210304_sess4,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,22,PTLp CA1sp CA1so CA1sr CA1slm CA3 DG,Bibliocampus,,,,,,no,
fcamk10_221004_sess18,fcamk10,fcamk10\fcamk10_221004_sess18,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,56,CA1so CA1sp,uLEDiscotheque,,,,,,,
fcamk10_221006_sess20,fcamk10,fcamk10\fcamk10_221006_sess20,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,74,CA1so CA1sp CA1sr,uLEDiscotheque,,,,,,,
fcamk10_220930_sess16,fcamk10,fcamk10\fcamk10_220930_sess16,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,52,CA1so CA1sp CA1sr,uLEDiscotheque,,,,,,,
fpv3_210305_sess5,fpv3,fPv3\fPV3_210305_sess5,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,17,PTLp CA1sp CA1so CA1sr CA1slm CA3 DG,Bibliocampus,,,,,,no,
fcamk5_210406_sess10,fcamk5,fcamk5\fcamk5_210406_sess10,neural3,c57,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,49,CA1sp CA1so,LightInInh,,,,,,,
fcamk5_210407_sess11,fcamk5,fcamk5\fcamk5_210407_sess11,neural3,c57,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,59,CA1sp CA1so,LightInInh,,,,,,,
fpv3_210308_sess6,fpv3,fpv3\fpv3_210308_sess6,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,11,PTLp CA1sp CA1so CA1sr CA3,Bibliocampus,,,,,,no,
fpv3_210311_sess9,fpv3,fpv3\fpv3_210311_sess9,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,22,PTLp CA1sp CA1so CA1sr CA1slm CA3,Bibliocampus,,,,,,no,
fpv3_210317_sess13,fpv3,fpv3\fpv3_210317_sess13,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,30,PTLp CA1so CA1sp CA1slm CA1sr CA3,Bibliocampus,3,2,1,,"6, 8",no,
fcamk5_210408_sess12,fcamk5,fcamk5\fcamk5_210408_sess12,neural3,c57,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,62,CA1sp CA1so CA1sr,LightInInh,,,,,,,
fcamk5_210412_sess14,fcamk5,fcamk5\fcamk5_210412_sess14,neural3,c57,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,50,CA1sp CA1so CA1sr,LightInInh,,,,,,,
fpv3_210318_sess14,fpv3,fpv3\fpv3_210318_sess14,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,32,PTLp CA1sp CA1so CA3 CA1slm CA1sr,Bibliocampus,3,2,1,6,8,yes,
fpv3_210319_sess15,fpv3,fpv3\fpv3_210319_sess15,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,20,PTLp6 CA1sp CA3 CA1slm CA1sr CA1so,Bibliocampus,3,1,2,6,6,yes,
fpv4_210308_sess1,fpv4,fPv4\fPv4_210308_sess1,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,71,PTLp CA1sp CA1so CA3 DG CA1sr CA1slm,Bibliocampus,,,,,,no,18
fcamk5_210414_sess16,fcamk5,fcamk5\fcamk5_210414_sess16,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,54,CA1sp CA1so CA1sr,LightInInh,,,,,,,
fpv4_210309_sess2,fpv4,fpv4\fpv4_210309_sess2,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,59,PTLp CA1sp CA1so CA1sr CA3 DG,Bibliocampus,,,,,,no,
fpv4_210310_sess3,fpv4,fPv4\fPv4_210310_sess3,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,58,PTLp CA1sp CA1so CA1sr CA3 DG,Bibliocampus,,,,,,no,
fpv4_210311_sess4,fpv4,fpv4\fpv4_210311_sess4,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,62,PTLp CA1sp CA1so CA1sr CA3 DG,Bibliocampus,,,,,,no,
fpv4_210315_sess8,fpv4,fpv4\fpv4_210315_sess8,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,13,PTLp CA1sp CA1so CA1sr CA3,Bibliocampus,,,,,,no,
fpv4_210317_sess10,fpv4,fpv4\fpv4_210317_sess10,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,22,PTLp CA1sr CA1sp CA1so CA3,Bibliocampus,13,8,5,"3, 6","4, 5",no,
fpv4_210318_sess11,fpv4,fpv4\fpv4_210318_sess11,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,39,PTLp CA1sp CA1sr CA3 CA1so,Bibliocampus,25,18,7,"3, 4, 6, 8","3, 4, 5, 6, 7",no,
fpv4_210319_sess12,fpv4,fpv4\fpv4_210319_sess12,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,23,PTLp CA1sp CA3 CA1so CA1sr,Bibliocampus,18,14,4,"3, 4, 6","2, 3, 4, 5, 6, 7",yes,
fpv4_210323_sess13,fpv4,fpv4\fpv4_210323_sess13,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,11,PTLp CA1sp CA1so CA1sr CA1slm CA3,Bibliocampus,9,6,3,"3, 5, 6","2, 3, 8",yes,
fpv4_210324_sess14,fpv4,fpv4\fpv4_210324_sess14,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,20,PTLp CA1sp CA1so CA1sr CA3,Bibliocampus,13,9,4,"3, 5, 6","2, 3, 4, 5",yes,
fpv5_220629_sess3,fpv5,fpv5\fpv5_220629_sess3,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,15,PTLp CA1sp CA1so CA1sr CA1slm CA3,Bibliocampus,,,,,,no,19
fpv5_220701_sess5,fpv5,fpv5\fpv5_220701_sess5,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,19,CA1sp CA1so PTLp6 PTLp5 CA1slm CA1sr CA3sp CA3sr DG,Bibliocampus,,,,,,no,
fpv5_220727_sess9,fpv5,fpv5\fpv5_220727_sess9,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,20,PTLp CA1so CA1sp CA1sr CA1slm CA3,Bibliocampus,,,,,,no,
fpv5_220728_sess10,fpv5,fpv5\fpv5_220728_sess10,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,30,PTLp CA1so CA1sp CA1sr CA1slm CA3,Bibliocampus,6,3,3,"3, 7, 8","3, 7",no,
fsst1_190521_sess22,fsst1,fsst1\fsst1_190521_sess22,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,61,CA1sp CA1so PTLp6 PTLp5,Bibliocampus neuroGli2d,1,,1,,7,,20
fsst1_190522_sess23,fsst1,fsst1\fsst1_190522_sess23,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,31,CA1sp CA1so PTLp5 PTLp6,Bibliocampus neuroGli2d,,,,,,,
fsst1_190531_sess32,fsst1,fSst1\fSst1_190531_sess32,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,61,CA1sp CA1so,Bibliocampus,29,17,11,"2, 3, 4, 5, 6, 8","4, 5, 6, 7, 8",,
fcamk10_221007_sess21,fcamk10,fcamk10\fcamk10_221007_sess21,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,70,CA1so CA1sp CA1sr,uLEDiscotheque,,,,,,,
fcamk6_210630_sess1,fcamk6,fcamk6\fcamk6_210630_sess1,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,28,CA1sp CA1so CA1sr CA1slm,uLEDiscotheque,,,,,,,
fcamk6_210701_sess2,fcamk6,fcamk6\fcamk6_210701_sess2,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,22,CA1sp CA1so,uLEDiscotheque,,,,,,,
fcamk6_210706_sess4,fcamk6,fcamk6\fcamk6_210706_sess4,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,21,CA1so CA1sp,uLEDiscotheque,,,,,,,
fcamk6_210707_sess5,fcamk6,fcamk6\fcamk6_210707_sess5,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,18,CA1so CA1sp CA1sr,uLEDiscotheque,,,,,,,
fcamk6_210708_sess6,fcamk6,fcamk6\fcamk6_210708_sess6,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linera maze,15,CA1sp CA1so CA1sr,uLEDiscotheque,,,,,,,
fcamk6_210709_sess7,fcamk6,fcamk6\fcamk6_210709_sess7,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,20,CA1sp CA1so CA1sr,uLEDiscotheque,,,,,,,
fcamk5_210415_sess17,fcamk5,fcamk5\fcamk5_210415_sess17,neural3,c57,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,48,CA1sp CA1so,LightInInh,,,,,,,
fcamk10_221003_sess17,fcamk10,fcamk10\fcamk10_221003_sess17,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,40,CA1so CA1sp CA1sr,uLEDiscotheque,,,,,,,
fsst1_190603_sess33,fsst1,fSst1\fSst1_190603_sess33,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,73,CA1,Bibliocampus,33,22,11,"4, 5, 7","4, 5, 6, 7",,
fcamk3_201117_sess24,fcamk3,fcamk3\fcamk3_201117_sess24,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,54,CA1sp CA1so CA1sr,uLEDiscotheque InterneuronsLibrary,,,,,,,
fsst1_190604_sess34,fsst1,fSst1\fSst1_190604_sess34,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,53,CA1sp CA1sr CA1so,Bibliocampus,28,19,9,"3, 4, 5, 7, 8","2, 4, 5, 6, 7",,
fsst1_190605_sess35,fsst1,fsst1\fsst1_190605_sess35,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze tmaze,38,CA1sp CA1sr,Bibliocampus,18,11,7,"4, 5, 7, 8","1, 4, 5, 6, 7",,
fsst1_190606_sess36,fsst1,fSst1\fSst1_190606_sess36,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,42,CA1sp CA1so CA1sr,Bibliocampus,20,13,7,"4, 6, 7","1, 2, 3, 4, 5, 6",,
fsst1_190607_sess37,fsst1,fsst1\fsst1_190607_sess37,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze tmaze,31,CA1sp CA1sr,Bibliocampus,8,6,2,"3, 5, 6, 7","3, 4, 6",,
fsst1_190610_sess38,fsst1,fsst1\fsst1_190610_sess38,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze tmaze,26,CA1sp CA1sr,Bibliocampus,8,6,2,"3, 5","2, 3, 4, 6",,
fsst1_190611_sess39,fsst1,fsst1\fsst1_190611_sess39,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze tmaze,32,CA1sp CA1sr,Bibliocampus,14,11,3,"3, 5, 7","4, 5",,
fsst3_220909_sess1,fsst3,fsst3\fsst3_220909_sess1,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,38,PTLp PTLp5 PTLp6 CA1sp CA1so CA1slm CA1sr CA3sp CA3sr,Bibliocampus,26,21,5,"4, 8","3, 4, 7, 8",no,21
fsst3_220921_sess8,fsst3,fsst3\fsst3_220921_sess8,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,11,CA1sp CA1so CA1slm CA1sr CA3sp DG CA3sr PTLp5 PTLp2_3 PTLp6,Bibliocampus,4,4,,3,3,no,
ny15session22,ny15,ny15\ny15session22,neural3,epilepsy,wild type,none,no,20,CA1sp,evoNeurons,,,,,,,
fsst3_220922_sess9,fsst3,fsst3\fsst3_220922_sess9,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,14,CA1sp CA1so PTLp5 PTLp2_3 CA1slm CA1sr CA3sp DG,Bibliocampus,3,1,2,3,"7, 8",no,
fcamk10_220913_sess3,fcamk10,fcamk10\fcamk10_220913_sess3,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,17,CA1so CA1sp,ReactInh,,,,,,,
fsst3_220923_sess10,fsst3,fsst3\fsst3_220923_sess10,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,28,CA1so CA1sp CA1slm CA1sr CA3sp CA3so CA3sr,Bibliocampus,,,,,,no,
fcamk10_220914_sess4,fcamk10,fcamk10\fcamk10_220914_sess4,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,29,CA1so CA1sp,ReactInh,,,,,,,
fcamk10_220915_sess5,fcamk10,fcamk10\fcamk10_220915_sess5,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,33,CA1so CA1sp,ReactInh,,,,,,,
fcamk10_220916_sess6,fcamk10,fcamk10\fcamk10_220916_sess6,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,42,CA1so CA1sp,ReactInh,,,,,,,
fcamk10_220907_sess2,fcamk10,fcamk10\fcamk10_220907_sess2,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,19,CA1so CA1sp,ReactInh,,,,,,,
fcamk10_220906_sess1,fcamk10,fcamk10\fcamk10_220906_sess1,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,41,CA1so CA1sp,,,,,,,,
fcamk8_220609_sess8,fcamk8,fcamk8\fcamk8_220609_sess8,neural3,c57b1/6,camkii/ai32,diagnosticbiochip-128-6-128ch&uled_12led-32ch-4shanks,tmaze,154,mPFC CA1so CA1sp CA1sr pSUBsp,Bibliocampus,,,,,,,
faxo1_180501_sess1,faxo1,faxo1\faxo1_180501_sess1,neural3,c57b1/6,unc5b/Ai32,"105�m (125�m), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,23,CA1sp,Bibliocampus,,,,,,,
faxo2_180414_sess2,faxo2,faxo2\faxo2_180414_sess2,neural3,c57b1/6,unc5b/Ai32,"105�m (125�m), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,28,CA1sp,Bibliocampus,,,,,,,
faxo3_180415_sess1,faxo3,faxo2\faxo2_180414_sess2,neural3,c57b1/6,unc5b/Ai32,"105�m (125�m), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,25,CA1sp,Bibliocampus,,,,,,,
faxo2_180412_sess1,faxo2,faxo2\faxo2_180414_sess2,neural3,c57b1/6,unc5b/Ai32,"105�m (125�m), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,75,CA1sp,Bibliocampus,,,,,,,
fsst3_220926_sess11,fsst3,fsst3\fsst3_220926_sess11,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,50,CA1so CA1sp CA1slm CA1sr DG PTLp5 PTLp2_3,Bibliocampus,,,,,,no,
fsst3_220927_sess12,fsst3,fsst3\fsst3_220927_sess12,neural,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,66,CA1sp CA1so DG PTLp5 PTLp2_3 CA1sr CA1slm,Bibliocampus,2,,2,,"7, 8",no,
fsst3_220929_sess14,fsst3,fsst3\fsst3_220929_sess14,neural3,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,68,PTLp5 PTLp2_3 CA1sp CA1so CA1sr CA1slm DG,Bibliocampus,3,,3,,"7, 8",yes,
fsst4_220921_sess7,fsst4,fsst4\fsst4_220921_sess7,neural3,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,19,pCA1sp CA1sp CA1so CA1sr CA1slm PTLp5 PTLp2_3,Bibliocampus,,,,,,,22
fsst4_220922_sess8,fsst4,fsst4\fsst4_220922_sess8,neural3,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,13,CA1sp CA1so PTLp5 PTLp2_3 CA1sr,Bibliocampus,,,,,,,
fsst4_220923_sess9,fsst4,fsst4\fsst4_220923_sess9,neural3,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,17,pCA1sp CA1so CA1sr CA1slm PTLp5 PTLp2_3,Bibliocampus,,,,,,,
fsst4_220928_sess12,fsst4,fsst4\fsst4_220928_sess12,neural3,c57b1/6,sst/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,9,CA1sp CA1so CA1sr CA1slm PTLp5 PTLp6,Bibliocampus,,,,,,,
fvip1_220512_sess2,fvip1,fvip1\fvip1_220512_sess2,neural3,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,41,PTLp5 PTLp6 PTLp2_3 CA1sp CA1so CA1slm CA1sr,Bibliocampus desVIPnhibition,,,,,,no,23
fvip1_220513_sess3,fvip1,fvip1\fvip1_220513_sess3,neural3,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,20,PTLp5 PTLp2_3 CA1slm CA1sr CA1sp CA1so PTLp6,Bibliocampus desVIPnhibition,,,,,,no,
fvip1_220516_sess4,fvip1,fvip1\fvip1_220516_sess4,neural3,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,28,PTLp5 PTLp6 PTLp2_3 CA1so CA1sp CA1sr CA1slm,Bibliocampus desVIPnhibition,,,,,,no,
fvip1_220518_sess6,fvip1,fvip1\fvip1_220518_sess6,neural3,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,23,PTLp6 PTLp5 PTLp2_3 CA1so CA1sp CA1slm CA1sr DG,Bibliocampus desVIPnhibition,,,,,,no,
fvip1_220523_sess9,fvip1,fvip1\fvip1_220523_sess9,neural3,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,18,CA1sp CA1so PTLp2_3 PTLp5 PTLp6 CA1sr DG,Bibliocampus desVIPnhibition,13,8,5,"2, 5, 6, 8","1, 3, 4, 7",no,
fvip1_220524_sess10,fvip1,fvip1\fvip1_220524_sess10,neural3,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,12,PTLp2_3 PTLp5 PTLp6 DG CA1sp CA1so CA1sr CA1slm,Bibliocampus desVIPnhibition,6,3,3,2,"3, 4",no,
fvip1_220525_sess11,fvip1,fvip1\fvip1_220525_sess11,neural3,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,19,CA1sp PTLp CA3,Bibliocampus desVIPnhibition,8,5,3,"2, 4, 6","3, 4",no,
fvip1_220603_sess18,fvip1,fvip1\fvip1_220603_sess18,neural3,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,59,CA1 PTLp CA3,Bibliocampus desVIPnhibition,13,4,9,8,"2, 3, 7",no,
fvip2_220811_sess5,fvip2,fvip2\fvip2_220811_sess5,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,82,CA1sp CA1so CA1sr CA1slm PTLp6 PTLp5 PTLp2_3,Bibliocampus desVIPnhibition,9,3,6,"3, 5, 6","2, 5, 6",no,24
fvip2_220812_sess6,fvip2,fvip2\fvip2_220812_sess6,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,87,CA1sp CA1sr CA1so PTLp6 PTLp5 PTLp2_3,Bibliocampus desVIPnhibition,7,6,1,"6, 7","6, 7",no,
fvip2_220823_sess13,fvip2,fvip2\fvip2_220823_sess13,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,56,PTLp5 PTLp2_3 CA1so CA1sp CA1slm CA1sr CA3sp DG Thalamus,Bibliocampus desVIPnhibition,12,5,7,"6, 8","1, 5, 7, 8",no,
fcamk7_220328_sess5,fcamk7,fcamk7\fcamk7_220328_sess5,neural3,c57b1/6,camkii/ai32,diagnosticbiochip-128-6-128ch&uled_12led-32ch-4shanks,no,248,CA1sp CA1so PTLp5 PTLp6 PTLp2_3 mPFC,Bibliocampus,,,,,,,
fcamk7_220324_sess3,fcamk7,fcamk7\fcamk7_220324_sess3,neural3,c57b1/6,camkii/ai32,diagnosticbiochip-128-6-128ch&uled_12led-32ch-4shanks,no,162,PTLp5 PTLp6 PTLp2_3 mPFC,Bibliocampus,,,,,,,
camk12_250429_sess2,camk12,camk12\camk12_250429_sess2,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,10,PTLp6 CA1so,Bibliocampus,,,,,,,
camk12_250430_sess3,camk12,camk12\camk12_250430_sess3,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,15,PTLp,Bibliocampus,,,,,,,
camk12_250502_sess4,camk12,camk12\camk12_250502_sess4,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,12,PTLp,Bibliocampus,,,,,,,
fvip2_220825_sess15,fvip2,fvip2\fvip2_220825_sess15,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,62,CA1slm CA1sp CA1so CA1sr PTLp5 PTLp2_3 CA3sp CA3so DG,Bibliocampus desVIPnhibition,4,2,2,,"1, 5, 7",yes,
