SessionName,Subject,Path,Location,Strain,GeneticLine,Optogenetics,Behavior,numCells,brainRegions,Project,n� neurons,Pyr,Inh,A,B,Neuroscope,
fvip2_220826_sess16,fvip2,fvip2\fvip2_220826_sess16,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,66,CA1sr CA1slm CA1sp CA1so PTLp5 PTLp2_3 CA3sp CA3sr CA3so DG,Bibliocampus desVIPnhibition,5,4,1,,"5, 7, 8",yes,
fvip2_220831_sess19,fvip2,fvip2\fvip2_220831_sess19,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,58,CA1sp CA1so PTLp5 PTLp2_3 CA1sr CA1slm DG,Bibliocampus desVIPnhibition,5,5,,,"5, 8",yes,
fvip2_220901_sess20,fvip2,fvip2\fvip2_220901_sess20,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,80,CA1sp CA1so CA1sr PTLp5 PTLp2_3 CA1slm CA3sp CA3so Thalamus,Bibliocampus desVIPnhibition,6,6,,,"1, 5, 8",yes,
fvip4_221013_sess2,fvip4,fvip4\fvip4_221013_sess2,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,39,CA1sp CA1so PTLp5 PTLp2_3 CA1slm CA1sr CA3sp CA3sr,Bibliocampus desVIPnhibition,,,,,,no,25
fvip4_221014_sess3,fvip4,fvip4\fvip4_221014_sess3,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,37,CA1sp CA1so PTLp6 PTLp5 PTLp2_3 CA1slm CA1sr CA3sp CA3so CA2sr CA3sr,Bibliocampus desVIPnhibition,,,,,,no,
fvip4_221020_sess7,fvip4,fvip4\fvip4_221020_sess7,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,44,PTLp6 PTLp5 PTLp2_3 CA1so CA1sp CA1slm CA1sr CA3sp CA3so CA3sr DG,Bibliocampus desVIPnhibition,7,2,5,"3, 7","4, 7",no,
fvip4_221021_sess8,fvip4,fvip4\fvip4_221021_sess8,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,60,CA1so PTLp6 PTLp5 PTLp2_3 CA1sp CA1slm CA1sr CA3sp CA3so CA3sr,Bibliocampus desVIPnhibition,8,3,5,"3, 7","4, 7",no,
camk12_250507_sess5,camk12,camk12\camk12_250507_sess5,neural3,c57b1/6,camk/aii32,uled-12led-32ch-4shanks,no,40,CA1so CA1sp,ReactInh,,,,,,,
camk12_250508_sess6,camk12,camk12\camk12_250508_sess6,neural3,c57b1/6,camk/aii32,uled-12led-32ch-4shanks,no,33,CA1sp CA1so,ReactInh,,,,,,,
fcamk1_200831_sess11,fcamk1,fcamk1\fcamk1_200831_sess11,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,59,CA1sp CA1so CA1sr,LightInInh,,,,,,,
fcamk1_200903_sess14,fcamk1,fcamk1\fcamk1_200903_sess14,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,64,CA1sp CA1so CA1sr,,,,,,,,
fcamk3_201027_sess9,fcamk3,fcamk3\fcamk3_201027_sess9,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze  linear maze,26,CA1sp CA1so,,,,,,,,
cancer2_250704_sess3,cancer2,cancer2\cancer2_250704_sess3,neural3,c57b1/6,wild type,none,tmaze,72,CA1sp CA1so PTLp6 PTLp5,Cancer,,,,,,,
cancer2_250703_sess2,cancer2,cancer2\cancer2_250703_sess2,neural3,c57b1/6,wild type,none,tmaze,73,CA1sp CA1so CA1sr PTLp6 PTLp5 PTLp4,Cancer,,,,,,,
camk13_250716_sess27,camk13,camk13\camk13_250716_sess27,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,45,CA1sp,ReactInh,,,,,,,
camk13_250718_sess29,camk13,camk13\camk13_250718_sess29,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,30,CA1sp CA1so,ReactInh,,,,,,,
camk13_250721_sess30,camk13,camk13\camk13_250721_sess30,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,39,CA1so CA1sp,ReactInh,,,,,,,
camk13_250618_sess5,camk13,camk13\camk13_250618_sess5,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,22,CA1sp,uLEDiscotheque ReactInh,,,,,,,
camk13_250702_sess13,camk13,camk13\camk13_250702_sess13,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,tmaze,21,CA1sp,uLEDiscotheque,,,,,,,
camk13_250717_sess28,camk13,camk13\camk13_250717_sess28,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,23,CA1sp,uLEDiscotheque,,,,,,,
camk13_250730_sess37,camk13,camk13\camk13_250730_sess37,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,16,CA1sp,ReactInh,,,,,,,
fvip5_221019_sess4,fvip5,fvip5\fvip5_221019_sess4,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,97,PTLp5 PTLp2_3 CA1so CA1sp CA1slm CA1sr CA3sp CA3so CA3sr,Bibliocampus desVIPnhibition,11,8,3,"2, 3, 4, 7","2, 3, 7",no,26
fvip5_221021_sess6,fvip5,fvip5\fvip5_221021_sess6,neural,c57b1/6,vip/dlx/ai80,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,100,PTLp5 PTLp2_3 CA1so CA1sp CA1slm CA1sr CA3sp CA3so CA3sr,Bibliocampus desVIPnhibition,13,8,5,"2, 3, 4","3, 6, 7",yes,
cancer2_250708_sess7,cancer2,cancer2\cancer2_250708_sess7,neural3,c57b1/6,wild type,none,tmaze,35,CA1so pCA1sp PTLp,Cancer,,,,,,,
cancer3_250703_sess2,cancer3,cancer3\cancer3_250703_sess2,neural3,c57b1/6,wild type,none,tmaze,79,CA1so CA1sp CA1sr,Cancer,,,,,,,
camk13_250723_sess32,camk13,camk13\camk13_250723_sess32,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,28,CA1sp,uLEDiscotheque,,,,,,,
cancer2_250710_sess9,cancer2,cancer2\cancer2_250710_sess9,neural3,c57b1/6,wild type,none,tmaze,5,CA1sp CA1so,Cancer,,,,,,,
wt5_250311_sess7,wt5,wt5\wt5_250311_sess7,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,28,CA1so CA1sp,POTometry,,,,,,no,27
wt5_250314_sess10,wt5,wt5\wt5_250314_sess10,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,28,CA1so CA1sp,POTometry,,,,,,no,
wt5_250317_sess11,wt5,wt5\wt5_250317_sess11,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,26,CA1so CA1sp,POTometry,,,,,,no,
wt5_250318_sess12,wt5,wt5\wt5_250318_sess12,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,26,CA1so CA1sp,POTometry,,,,,,no,
wt5_250319_sess13,wt5,wt5\wt5_250319_sess13,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,27,CA1so CA1sp,POTometry,,,,,,no,
cancer3_250708_sess7,cancer3,cancer3\cancer3_250708_sess7,neural3,c57b1/6,wild type,none,tmaze,37,PTLp CA1so CA1sp CA1sr,Cancer,,,,,,,
cancer3_250709_sess8,cancer3,cancer3\cancer3_250709_sess8,neural3,c57b1/6,wild type,none,tmaze,99,PTLp CA1so CA1sp CA1sr CA1slm,Cancer,,,,,,,
cancer5_250716_sess1,cancer5,cancer5\cancer5_250716_sess1,neural3,c57b1/6,wild type,none,tmaze,57,CA1so CA1sp CA1sr,Cancer,,,,,,,
camk13_250722_sess31,camk13,camk13\camk13_250722_sess31,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,49,CA1sp,ReactInh,,,,,,,
camk13_250724_sess33,camk13,camk13\camk13_250724_sess33,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,40,CA1sp,ReactInh,,,,,,,
camk13_250725_sess34,camk13,camk13\camk13_250725_sess34,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,28,CA1sp,ReactInh,,,,,,,
camk13_250728_sess35,camk13,camk13\camk13_250728_sess35,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,38,CA1sp,ReactInh,,,,,,,
camk13_250729_sess36,camk13,camk13\camk13_250729_sess36,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,37,CA1sp,ReactInh,,,,,,,
camk13_250620_sess7,camk13,camk13\camk13_250620_sess7,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,23,CA1sp,ReactInh,,,,,,,
camk13_250619_sess6,camk13,camk13\camk13_250619_sess6,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,31,CA1sp,ReactInh,,,,,,,
cancer5_250721_sess6,cancer5,cancer5\cancer5_250721_sess6,neural3,c57b1/6,wild type,none,tmaze,48,CA1so CA1sp CA1sr,Cancer,,,,,,,
camk13_250731_sess38,camk13,camk13\camk13_250731_sess38,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,21,CA1sp,ReactInh,,,,,,,
camk13_250714_sess25,camk13,camk13\camk13_250714_sess25,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,tmaze,30,CA1sp,ReactInh,,,,,,,
camk13_250715_sess26,camk13,camk13\camk13_250715_sess26,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,tmaze,29,CA1sp,ReactInh,,,,,,,
camk13_250713_sess24,camk13,camk13\camk13_250713_sess24,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,tmaze,33,CA1sp,ReactInh,,,,,,,
camk13_250712_sess23,camk13,camk13\camk13_250712_sess23,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,tmaze,32,CA1sp,ReactInh,,,,,,,
cancer5_250720_sess5,cancer5,cancer5\cancer5_250720_sess5,neural3,c57b1/6,wild type,none,tmaze,57,CA1so CA1sp CA1sr,Cancer,,,,,,,
cancer5_250722_sess7,cancer5,cancer5\cancer5_250722_sess7,neural3,c57b1/6,wild type,none,tmaze,63,CA1so CA1sp CA1sr,Cancer,,,,,,,
camk14_250922_sess1,camk14,camk14\camk14_250922_sess1,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,38,CA1sp CA1sr,uLEDiscotheque,,,,,,,
camk14_250925_sess3,fcamk14,fcamk14\camk14_250925_sess3,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,35,CA1sp CA1sr CA1slm,uLEDiscotheque,,,,,,,
wt5_250320_sess14,wt5,wt5\wt5_250320_sess14,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,39,CA1 pCA1sp,POTometry,1,,1,,2,no,
wt5_250321_sess15,wt5,wt5\wt5_250321_sess15,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,24,CA1so CA1sp,POTometry,,,,,,no,
wt5_250324_sess16,wt5,wt5\wt5_250324_sess16,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,22,CA1so CA1sp,POTometry,,,,,,no,
wt5_250325_sess17,wt5,wt5\wt5_250325_sess17,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,18,CA1so CA1sp,POTometry,,,,,,no,
wt5_250326_sess18,wt5,wt5\wt5_250326_sess18,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,21,CA1so CA1sp,POTometry,,,,,,no,
wt6_250305_sess1,wt6,wt6\wt6_250305_sess1,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,9,CA1so CA1sp CA1sr CA1slm PTLp,POTometry,6,3,3,"4, 5","3, 4",no,28
wt6_250306_sess2,wt6,wt6\wt6_250306_sess2,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,26,CA1so CA1sp CA1sr CA1slm PTLp,POTometry,,,,,,no,
wt6_250307_sess3,wt6,wt6\wt6_250307_sess3,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,26,CA1so pCA1sp CA1sr CA1slm PTLp,POTometry,,,,,,no,
wt6_250310_sess4,wt6,wt6\wt6_250310_sess4,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,25,CA1so CA1sp CA1sr CA1slm PTLp,POTometry,,,,,,no,
wt7_250404_sess1,wt7,wt7\wt7_250404_sess1,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,20,CA1so pCA1sp,POTometry,,,,,,no,29
wt7_250407_sess2,wt7,wt7\wt7_250407_sess2,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,13,PTLp CA1sp CA1so,POTometry,,,,,,no,
wt7_250408_sess3,wt7,wt7\wt7_250408_sess3,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,22,CA1sp CA1so CA1sr,POTometry,,,,,,no,
wt7_250409_sess4,wt7,wt7\wt7_250409_sess4,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,13,CA1so PTLp CA1sp CA1sr,POTometry,,,,,,no,
wt7_250414_sess7,wt7,wt7\wt7_250414_sess7,neural3,c57b1/6,wild type,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",tmaze,23,PTLp CA1sp CA1sr,POTometry,,,,,,no,
ymv04_170907,ymv04,ymv04\ymv04_170907,neural,c57b1/6,camkii/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,63,VISp5 VISp6 VISp4 VISp2_3 VISp1 CA1so,Bibliocampus,,,,,,no,30
ymv09_171204,ymv09,ymv09\ymv09_171204,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,78,VISp5 VISp2_3 VISp4 VISp1 VISp6 CA1so CA1sp,Bibliocampus,,,,,,no,31
ymv15_180205,ymv15,ymv15\ymv15_180205,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,79,VISp6 VISp5 VISp2_3 VISp4 VISp1 CA1so,Bibliocampus,,,,,,no,32
ymv17_180207,ymv17,ymv17\ymv17_180207,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,81,VISp5 VISp2_3 VISp4 VISp6 CA1so VISp1,Bibliocampus,,,,,,no,33
ymv18_180208,ymv18,ymv18\ymv18_180208,neural3,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,119,VISp5 VISp6 VISp2_3 VISp4 VISp1,Bibliocampus,,,,,,no,34
ymv19_180209,ymv19,ymv19\ymv19_180209,neural,c57b1/6,pv/ai32,"105µm (125µm), na 0.22 etched cone shaped (thorlabs, fg105lca)",no,64,VISp5 VISp2_3 VISp1 VISp4 VISp6 CA1so CA1sp,Bibliocampus,,,,,,no,35
camk14_250926_sess4,camk14,camk14\camk14_250926_sess4,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,31,CA1so pCA1sp CA1sp disCA1sr pCA1slm pCA1sr CA1sr CA1slm,uLEDiscotheque,,,,,,,
cancer5_250717_sess2,cancer5,cancer5\cancer5_250717_sess2,neural3,c57b1/6,wild type,none,tmaze,51,CA1so CA1sp CA1sr,Cancer,,,,,,,
cancer5_250718_sess3,cancer5,cancer5\cancer5_250718_sess3,neural3,c57b1/6,wild type,none,tmaze,47,CA1so CA1sp CA1sr,Cancer,,,,,,,
camk14_251001_sess7,camk14,camk14\camk14_251001_sess7,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,30,CA1sp CA1sr CA1slm CA1so,uLEDiscotheque,,,,,,,
camk14_250929_sess5,camk14,camk14\camk14_250929_sess5,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,23,CA1sp CA1sr,ReactInh uLEDiscotheque,,,,,,,
camk14_251013_sess10,camk14,camk14\camk14_251013_sess10,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,26,CA1sp CA1sr,uLEDiscotheque ReactInh,,,,,,,
camk14_251002_sess8,camk14,camk14\camk14_251002_sess8,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze linear maze,28,CA1sp CA1sr,uLEDiscotheque ReactInh,,,,,,,
camk14_250923_sess2,camk14,camk14\camk14_250923_sess2,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,no,32,CA1sp CA1sr,uLEDiscotheque ReactInh,,,,,,,
camk14_251014_sess11,camk14,camk14\camk14_251014_sess11,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear mazelinearmaze,20,CA1sp CA1sr,uLEDiscotheque ReactInh,,,,,,,
camk14_250930_sess6,camk14,camk14\camk14_250930_sess6,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,24,CA1sp CA1sr,uLEDiscotheque ReactInh,,,,,,,
camk14_251016_sess12,camk14,camk14\camk14_251016_sess12,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks,linear maze,24,CA1sp CA1sr,uLEDiscotheque ReactInh,,,,,,,
camk14_251017_sess13,camk14,camk14\camk14_251017_sess13,neural3,c57b1/6,camkii/ai32,uled-12led-32ch-4shanks, linear maze,23,CA1sp CA1sr,uLEDiscotheque ReactInh,,,,,,,
