putativeCellType,geneticLine,acgPeak,troughtToPeak,brainRegion,lightResponse,rateDuringRipples,preferedThetaphase,thetaModulation,sessionName
Narrow Interneuron,id2/dlx/ai80,1.7,0.383333333333333,CA1sp,0,-3.37545947109418,3.90202505781818,0.475833811915616,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.26,0.716666666666667,CA1sp,0,4.32084430920788,3.02575214661583,0.109978284920502,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.34,0.658333333333333,CA1sp,0,3.03579651851153,2.14884740635856,0.110410986895639,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.34,0.658333333333333,CA1sp,0,6.43339572129358,2.67357633780104,0.141806587293989,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.75,CA3,0,-0.184180061881305,1.87890179410652,0.180511735219264,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.725,CA1sp,0,0.3023838439288,3.65581235105772,0.0728066259385919,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.26,0.708333333333333,CA1sp,0,12.6144134224115,2.71159933113667,0.183707092785971,fnkx9_200825_sess7
Narrow Interneuron,id2/dlx/ai80,2.1,0.358333333333333,CA1sp,0,19.7932253941244,3.14148179359778,0.37455104067525,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.716666666666667,CA1sp,0,2.841005391419,3.08173395642844,0.231683098360306,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.716666666666667,CA1sp,0,3.35542955042593,2.96147182252134,0.142214019060126,fnkx9_200825_sess7
Narrow Interneuron,id2/dlx/ai80,1.66,0.408333333333333,CA1sp,0,7.1888666243501,2.56766086533454,0.155261195902488,fnkx9_200825_sess7
Wide Interneuron,id2/dlx/ai80,1.5,0.525,CA3,0,-0.854867189688531,3.82281581801682,0.058008012332364,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.1,0.7,CA1sp,0,1.41193901639624,3.05956048008383,0.114349949583741,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.26,0.683333333333333,CA1sp,0,4.06882135405732,3.17180787231922,0.166809297274837,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.26,0.75,CA1sp,0,16.4552246019832,3.23930969575392,0.196994819850969,fnkx9_200825_sess7
Wide Interneuron,id2/dlx/ai80,1.66,0.458333333333333,PTLp,1,1.65151660283996,6.08460085381241,0.017997780598606,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.533333333333333,CA1sp,0,4.23040853619878,3.15081711375059,0.217519509940006,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.741666666666667,CA1sp,0,-1.39274818342698,5.67588791123988,0.0273002902322769,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.775,CA1sp,1,3.76150448419115,3.04834934492291,0.135808312959877,fnkx9_200825_sess7
Narrow Interneuron,id2/dlx/ai80,2.18,0.391666666666667,CA1sp,0,17.5255647049905,2.53248297843907,0.32368289574084,fnkx9_200825_sess7
Narrow Interneuron,id2/dlx/ai80,2.26,0.183333333333333,CA3,0,6.79021951822062,1.79959892658973,0.310322020628427,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.22,0.758333333333333,CA1sp,0,6.09051962817677,2.15687108249509,0.163134618813621,fnkx9_200825_sess7
Wide Interneuron,id2/dlx/ai80,0.9,0.525,CA1sp,1,1.86923524185799,0.353309378235169,0.402263894351251,fnkx9_200825_sess7
Wide Interneuron,id2/dlx/ai80,0.94,0.566666666666667,CA1sp,1,32.9513551611838,0.836621183073343,0.155795913406591,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.42,0.6,CA3,0,7.98345835659098,1.90100173525798,0.287134358181902,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.38,0.6,CA3,0,-1.10588243944457,1.71008346744043,0.278658875100483,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.683333333333333,CA1sp,0,0.720087426843319,3.15538827787619,0.0984514971303795,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.22,0.758333333333333,CA1sp,0,6.43630100939215,3.41859111307124,0.177624853752309,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.22,0.725,CA1sp,0,14.5305570257035,3.25733234375266,0.244185976640593,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.26,0.708333333333333,CA1sp,0,1.56370839823114,2.94782364511029,0.149406663939224,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.26,0.7,CA1sp,0,5.91308844614302,3.17988648141146,0.280272766414622,fnkx9_200825_sess7
Narrow Interneuron,id2/dlx/ai80,1.98,0.316666666666667,CA1sp,0,10.9482717712996,1.90107347223079,0.303087487640408,fnkx9_200825_sess7
Narrow Interneuron,id2/dlx/ai80,1.94,0.358333333333333,CA1sp,0,23.1016700932139,3.1383961744986,0.33457065760665,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.75,CA1sp,0,4.13315488778276,3.0670452498567,0.125329515267453,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,2.3,0.658333333333333,CA1sp,0,4.27678726647429,3.39612271902362,0.182466447133261,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,1.62,0.433333333333333,CA1sp,0,13.3613394785696,2.47909928794433,0.190959663118279,fnkx9_200825_sess7
Wide Interneuron,id2/dlx/ai80,1.66,0.533333333333333,CA3,0,11.1616110898859,2.5906182750921,0.227060712664675,fnkx9_200825_sess7
Pyramidal Cell,id2/dlx/ai80,1.38,0.675,PTLp,0,-0.828229768409262,6.0541958742196,0.0317916475120577,fnkx9_200826_sess8
Wide Interneuron,id2/dlx/ai80,1.66,0.641666666666667,CA1sp,0,-1.28631341038952,3.85850904798104,0.422753583310406,fnkx9_200826_sess8
Wide Interneuron,id2/dlx/ai80,0.86,0.6,PTLp,0,-0.0721534949282447,0.235953011870466,0.0495507527018547,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,1.54,0.441666666666667,DG,0,-1.62440631462532,5.80929644541289,0.0242594828524106,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.716666666666667,CA1sp,0,8.86819039606317,2.69750504295929,0.171294049611632,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.758333333333333,CA1sp,0,16.1515135643799,3.37835220097612,0.167234148235821,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,1.62,0.458333333333333,CA1sp,0,12.9816657373638,2.46120765654169,0.159830068896314,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,2.06,0.333333333333333,CA1sp,0,11.556601071442,2.94715817260751,0.257721101276483,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.42,0.575,CA3,0,4.5269428332932,2.11791448520033,0.13765785378174,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.1,0.466666666666667,CA1sp,0,4.14118054438158,3.00900599857072,0.255051632875877,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,2.42,0.391666666666667,DG,0,-2.08935495306314,5.1747367871796,0.0645845714415828,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.666666666666667,CA1sp,0,2.87191670235528,3.52263552515615,0.0901566620434143,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.7,CA1sp,0,6.25462387399275,2.82448216948065,0.118288953963967,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.608333333333333,CA1sp,0,6.00801092941064,2.90686557435083,0.159659380600916,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.3,0.666666666666667,CA1sp,0,8.14949746103875,1.85828167875002,0.104285274949175,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.3,0.633333333333333,CA1sp,0,1.47294874203219,3.26578112159736,0.147146245844699,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,1.94,0.4,CA1sp,0,18.1827092629696,3.21705317192121,0.325419240538101,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.75,CA1sp,0,6.70414057600059,2.91172302135331,0.129076772835693,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,1.74,0.275,CA1sp,0,-0.413986985520802,3.93251495436283,0.396670908761397,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.7,CA1sp,0,15.5403005971689,3.04571488569667,0.25689159035698,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,2.3,0.375,CA3,0,3.83058923825424,2.42193602425158,0.347296685449066,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,1.62,0.366666666666667,CA1sp,0,11.2361508428517,2.4205259375775,0.143658230953835,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.22,0.741666666666667,CA1sp,0,12.6557314085388,3.17921343760965,0.206936616750728,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.18,0.716666666666667,CA1sp,0,11.6896207327439,2.97746991285704,0.159918109211458,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,2.02,0.325,CA1sp,0,26.738148310693,3.24285493887764,0.334288165575034,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.38,0.566666666666667,CA3,0,-0.138036562089378,1.81619954321978,0.0516208936193743,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.3,0.558333333333333,CA3,0,-0.208908624165342,1.93669639467154,0.0833916648308197,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.708333333333333,CA1sp,0,5.56332816624268,2.61717838613477,0.0739837223260626,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.14,0.741666666666667,CA1sp,0,1.71007501726612,2.89188220831152,0.078598773981682,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,1.7,0.383333333333333,CA1sp,0,-2.08849557912125,3.8242185149735,0.428615631725588,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.22,0.716666666666667,CA1sp,0,5.17252342460995,3.17441512597932,0.140946650242096,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,1.98,0.233333333333333,CA1sp,0,25.6420005250937,3.09724903205468,0.298234689292047,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.34,0.625,CA3,0,4.620754894014,1.85694938350624,0.160765597978791,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.8,CA1sp,0,10.5044551458529,2.98192913899635,0.198481039245164,fnkx9_200826_sess8
Narrow Interneuron,id2/dlx/ai80,2.38,0.175,CA3,0,2.38216197167826,1.48397775844542,0.297281293948528,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.42,0.591666666666667,CA3,0,2.38725116010445,1.8998886371874,0.208457432420535,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.26,0.766666666666667,CA1sp,0,7.34082793550926,3.40537666429263,0.155433527070462,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.34,0.625,CA1sp,0,3.35280137025812,2.25262743751137,0.102170741887012,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.3,0.75,CA1sp,0,6.06104898663748,3.01551832490738,0.12090156572242,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,1.5,0.483333333333333,PTLp,1,2.71846918477563,3.71296985804708,0.0301832066671524,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.22,0.741666666666667,CA1sp,0,8.35709805217997,3.12053968534156,0.126091257195846,fnkx9_200826_sess8
Wide Interneuron,id2/dlx/ai80,1.7,0.658333333333333,PTLp,1,1.67586554439195,1.73416179487536,0.00688821616222679,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.3,0.616666666666667,CA1sp,0,6.19240030633202,2.82879654552733,0.153334326204161,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.18,0.75,CA1sp,0,5.76356584920579,2.97741626425197,0.141077581005907,fnkx9_200826_sess8
Pyramidal Cell,id2/dlx/ai80,2.22,0.741666666666667,CA1sp,0,2.24712655477374,3.17534387414525,0.0866089652072482,fnkx9_200826_sess8
Wide Interneuron,id2/dlx/ai80,1.34,0.575,PTLp,0,0.179207207924385,0.653796301919246,0.029823669273304,fnkx9_200826_sess8
Wide Interneuron,id2/dlx/ai80,0.9,0.641666666666667,CA1sp,1,8.47900503314341,0.107908879623304,0.282121757202285,fnkx9_200826_sess8
Wide Interneuron,id2/dlx/ai80,1.62,0.508333333333333,CA3,0,2.91823718797716,2.5534847255358,0.139568495212246,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.3,0.608333333333333,CA1sp,0,9.01976595315423,3.31981758608867,0.226443860742777,fnkx9_200827_sess9
Narrow Interneuron,id2/dlx/ai80,2.02,0.225,CA1sp,0,26.8445397471489,3.20743676499364,0.34827009916957,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.34,0.591666666666667,CA1sp,0,2.59397450216116,2.80120127193247,0.171808924462329,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.34,0.683333333333333,CA1sp,0,17.3399212722234,3.08812123613907,0.306277205558934,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.42,0.616666666666667,CA3,0,0.728655646138488,1.77416304796164,0.196344900735747,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,1.42,0.466666666666667,DG,0,-2.30250062835484,5.64146828004724,0.0878722007954837,fnkx9_200827_sess9
Wide Interneuron,id2/dlx/ai80,0.9,0.658333333333333,CA1sp,1,19.0626254847093,0.853467592572266,0.166377444266123,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.26,0.716666666666667,CA1sp,0,13.0321344131149,3.40973716810147,0.218674132555036,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.26,0.716666666666667,CA3,0,9.2507166425853,2.44849885822352,0.180210001100045,fnkx9_200827_sess9
Narrow Interneuron,id2/dlx/ai80,1.78,0.341666666666667,CA1sp,0,4.18196013613471,2.94095351187061,0.267343959474358,fnkx9_200827_sess9
Narrow Interneuron,id2/dlx/ai80,1.58,0.366666666666667,CA1sp,0,5.22295237904671,2.38450070796513,0.167390285025602,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.26,0.666666666666667,CA1sp,0,6.43475668190562,3.10900268649187,0.176701430283642,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.3,0.766666666666667,CA1sp,0,13.1102660513459,2.76948801523181,0.130561220681332,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.3,0.725,CA1sp,0,7.48839432591737,3.34198492499483,0.175712615526353,fnkx9_200827_sess9
Wide Interneuron,id2/dlx/ai80,1.54,0.641666666666667,CA1sp,0,-2.48218500312951,5.74901604866091,0.177392524578455,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.34,0.533333333333333,CA3,0,0.211185369022852,2.00938410672225,0.171278562891955,fnkx9_200827_sess9
Wide Interneuron,id2/dlx/ai80,1.66,0.483333333333333,CA1sp,0,16.7939365347057,2.66988491230658,0.219404394381365,fnkx9_200827_sess9
Wide Interneuron,id2/dlx/ai80,1.74,0.583333333333333,CA3,0,-0.817883637301989,4.57397278521854,0.0966322742559771,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.3,0.741666666666667,CA1sp,0,4.24539174318464,2.82487428612249,0.119333161187413,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.18,0.733333333333333,CA1sp,0,3.12492871574886,3.69352570936671,0.212858868512561,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.26,0.575,CA1sp,0,9.03391701912195,3.25750397286993,0.226955004318027,fnkx9_200827_sess9
Narrow Interneuron,id2/dlx/ai80,1.5,0.383333333333333,PTLp,0,1.31058302772753,5.47029487994076,0.0327783686672173,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.26,0.741666666666667,CA1sp,0,6.97590988229618,3.47151335580743,0.207539629898718,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.34,0.75,CA1sp,0,4.26120768036441,2.96653893075454,0.132750604384004,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.3,0.666666666666667,CA1sp,0,3.31236021168727,3.18899152917694,0.0696039228431407,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.42,0.775,CA3,0,1.28497439962023,1.46318228750259,0.243751454791254,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,1.3,0.516666666666667,PTLp,0,2.39451904203437,0.946030519133325,0.00564770416942392,fnkx9_200827_sess9
Pyramidal Cell,id2/dlx/ai80,2.18,0.75,CA1sp,0,5.51263841066733,3.31190500891645,0.122526279645142,fnkx9_200827_sess9
Narrow Interneuron,id2/dlx/ai80,1.9,0.416666666666667,CA1sp,0,14.9318209768817,2.50305800577094,0.164863336433235,fnkx9_200827_sess9
Narrow Interneuron,id2/dlx/ai80,1.9,0.25,CA1sp,0,26.5211434747896,3.20077071947366,0.32553524909331,fnkx9_200828_sess10
Narrow Interneuron,id2/dlx/ai80,1.86,0.35,PTLp,0,2.45807360080621,2.55334445177266,0.0331072280333055,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.26,0.75,CA1sp,0,3.35435140677108,2.50588304754174,0.118496679888163,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.26,0.683333333333333,CA1sp,0,0.832549249486877,2.49058779697426,0.149804874744431,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.34,0.616666666666667,CA3,0,5.61869320635231,2.67980779121685,0.167591105461521,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.34,0.725,CA1sp,0,19.647649713727,3.25840577095388,0.144172060255469,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.22,0.641666666666667,CA1sp,0,10.2667680644662,3.28514728618975,0.291912436338335,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.34,0.658333333333333,CA1sp,0,4.90922930048962,2.74780528290902,0.125300431658352,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.3,0.608333333333333,CA1sp,0,3.96987019770749,2.98361712250665,0.177333824929245,fnkx9_200828_sess10
Narrow Interneuron,id2/dlx/ai80,2.18,0.258333333333333,CA1so,0,13.9035879576578,2.96479965149899,0.352650455894363,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.38,0.591666666666667,CA3,0,1.65195169013611,2.35289372365971,0.0695313624603401,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.18,0.675,CA1sp,0,11.8731057526362,3.10226156063962,0.193465641802839,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,1.7,0.475,PTLp,0,4.05408440306131,2.65688481657671,0.0127814029466973,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.26,0.708333333333333,CA1sp,0,9.57180859515324,3.3080192572813,0.257674478217423,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,1.98,0.616666666666667,CA3,0,-0.334401702870924,4.70472087020764,0.0426772066088131,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.38,0.508333333333333,PTLp,0,0.365582371076489,1.19505090540393,0.0657722243502444,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.3,0.741666666666667,CA1sp,0,6.02523400966382,2.6528489298932,0.156965025910094,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,1.98,0.7,PTLp,0,0.448097968924112,4.70567664161919,0.040017343618169,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.34,0.666666666666667,CA1sp,0,8.89135400074366,3.41893591587782,0.286626058821688,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.1,0.75,CA1sp,0,8.40460797693147,3.14767749934849,0.208015521221724,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,1.94,0.491666666666667,PTLp,0,0.574224979912466,4.94528451766033,0.0427445540191841,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.3,0.683333333333333,CA1sp,0,6.85397823461655,2.81113763998583,0.173721208692882,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,1.5,0.608333333333333,CA1sp,1,9.01270225216209,5.9882279831308,0.215705619217867,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.38,0.725,CA1sp,0,4.13505687576556,2.58411713060287,0.189192460518807,fnkx9_200828_sess10
Pyramidal Cell,id2/dlx/ai80,2.1,0.491666666666667,PTLp,0,0.785349743653789,5.65106319666551,0.0396721525635287,fnkx9_200828_sess10
Wide Interneuron,id2/dlx/ai80,0.86,0.591666666666667,CA1sp,1,25.8882546457446,1.26145200057165,0.119763523900372,fnkx9_200828_sess10
Narrow Interneuron,id2/dlx/ai80,1.94,0.35,CA1sp,0,18.875790989677,3.28606243946637,0.328339878003522,fnkx9_200909_sess17
Narrow Interneuron,id2/dlx/ai80,1.94,0.275,CA1sp,0,6.73623553400742,2.29528480339053,0.345656440660451,fnkx9_200909_sess17
Narrow Interneuron,id2/dlx/ai80,1.98,0.358333333333333,CA1sp,0,9.82097512139575,1.72915974612325,0.339137191273752,fnkx9_200909_sess17
Narrow Interneuron,id2/dlx/ai80,1.98,0.325,CA1sp,0,4.56288683612759,2.71411178930745,0.229096690740532,fnkx9_200909_sess17
Narrow Interneuron,id2/dlx/ai80,1.74,0.375,CA1sp,0,12.6482519711232,3.85768334673073,0.310720027277052,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.26,0.666666666666667,CA1sp,0,5.28783817692619,2.78930996677259,0.16044651280709,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.22,0.75,CA1sp,0,7.00299173917272,2.94013389654153,0.203415006928169,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.18,0.766666666666667,CA1sp,0,12.2307968703075,3.32685527786922,0.265026240011015,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.3,0.533333333333333,CA1sp,0,8.46057135621659,3.22286604131009,0.271001430290291,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.34,0.758333333333333,CA1sp,0,13.1175701504611,2.36202573487949,0.220308206227496,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.34,0.708333333333333,CA1sp,0,4.67218118106425,2.72556466875575,0.141584422474855,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.42,0.491666666666667,CA1sp,0,12.0318840884076,3.22028853371311,0.165890225902711,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.18,0.758333333333333,CA1sp,0,9.48275410636336,3.24849086230936,0.173649847130671,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,1.98,0.758333333333333,CA1sp,0,3.20423064355455,3.17853395178481,0.214037946528815,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.34,0.758333333333333,CA1sp,0,24.1347345093669,3.33203676864611,0.186242765224396,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.34,0.583333333333333,CA1sp,0,17.8500362699592,3.02256205975733,0.266793664364321,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.22,0.775,CA1sp,0,12.6022324298899,3.17673785727642,0.23061700768463,fnkx9_200909_sess17
Narrow Interneuron,id2/dlx/ai80,1.94,0.233333333333333,CA1sp,0,2.10653602556068,1.95318829768646,0.267245211283027,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,1.98,0.766666666666667,CA1sp,0,8.75107107130152,2.96015641358567,0.218252919398948,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.14,0.733333333333333,CA1sp,0,21.9990898528123,3.36296375158086,0.282245084938921,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.22,0.775,CA1sp,0,12.6056450292393,3.13530245119807,0.21198429180879,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.3,0.758333333333333,CA1sp,0,20.7451093047794,3.12275241047088,0.260589281242394,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.26,0.7,CA1sp,0,2.72843999448092,2.87254983724541,0.128445324036004,fnkx9_200909_sess17
Narrow Interneuron,id2/dlx/ai80,1.9,0.366666666666667,CA1sp,0,12.1496895577866,3.21438131159319,0.343124532368247,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.26,0.766666666666667,CA1sp,0,12.6696665298584,3.23075357782648,0.245007434452688,fnkx9_200909_sess17
Narrow Interneuron,id2/dlx/ai80,2.06,0.375,CA1sp,0,2.16428253627684,3.04517442117812,0.18740671442877,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.22,0.65,CA1sp,0,12.5451157803972,3.24530714278823,0.242316921726676,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.42,0.558333333333333,CA1sp,0,14.4861525605007,2.99985230205635,0.168132437925828,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.26,0.766666666666667,CA1sp,0,7.46876562301754,3.43777091455452,0.160737550167526,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.18,0.758333333333333,CA1sp,0,27.3546242656087,3.05694283968733,0.254922954403521,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.26,0.741666666666667,CA1sp,0,4.15825403018481,2.58849045035826,0.123931531494787,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.3,0.741666666666667,CA1sp,0,3.21196100616108,2.97488984013836,0.179097687932698,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.26,0.608333333333333,CA1sp,0,2.64458729997139,2.81228688454439,0.212407271279433,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.26,0.691666666666667,CA1sp,0,4.87085740683035,3.12790678213563,0.211005456280823,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.26,0.766666666666667,CA1sp,0,10.0374922216405,3.10101485129015,0.206768232113217,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.3,0.683333333333333,CA1sp,0,4.25479226639352,2.93029529264126,0.184365624697968,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.22,0.725,CA1sp,0,9.3384799195162,2.93840894226615,0.158239268407804,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.3,0.758333333333333,CA1sp,0,12.6213077200808,2.86765311336882,0.216480518122949,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.34,0.55,CA1sp,1,7.32416994577059,2.71711192138287,0.137703300817314,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.18,0.641666666666667,CA1sp,0,6.06507035130623,2.87017043747808,0.130676484144705,fnkx9_200909_sess17
Narrow Interneuron,id2/dlx/ai80,1.82,0.375,CA1sp,0,6.38560992461546,3.45688865704285,0.404863710306265,fnkx9_200909_sess17
Pyramidal Cell,id2/dlx/ai80,2.34,0.766666666666667,CA1sp,0,10.5617001823378,2.8634707557926,0.193415419924004,fnkx9_200909_sess17
