putativeCellType,geneticLine,acgPeak,troughtToPeak,brainRegion,lightResponse,rateDuringRipples,preferedThetaphase,thetaModulation,sessionName
Pyramidal Cell,id2/dlx/ai80,2.14,0.766666666666667,CA1sp,0,5.18818250548434,2.66737878629813,0.0649855863994562,fnkx8_200910_sess18
Pyramidal Cell,id2/dlx/ai80,2.18,0.758333333333333,CA1sp,0,3.8196712281142,2.34407958190431,0.113408642339845,fnkx8_200910_sess18
Pyramidal Cell,id2/dlx/ai80,2.18,0.725,CA1sp,0,-0.52192222381392,2.66421202471341,0.0305253491922883,fnkx8_200910_sess18
Pyramidal Cell,id2/dlx/ai80,2.1,0.741666666666667,CA1sp,0,-3.91534106151698,3.09416587045417,0.0299886574523294,fnkx8_200910_sess18
Pyramidal Cell,id2/dlx/ai80,2.22,0.716666666666667,CA1sp,0,-0.539994828784698,2.04063304559671,0.0513574761270394,fnkx8_200910_sess18
Pyramidal Cell,id2/dlx/ai80,2.22,0.75,CA1so,0,0.828564144484913,1.7454709105271,0.116515600815163,fnkx8_200910_sess18
Pyramidal Cell,id2/dlx/ai80,2.22,0.775,CA1sp,0,2.05358555596974,1.82519625313354,0.0649696740680313,fnkx8_200910_sess18
Pyramidal Cell,id2/dlx/ai80,2.26,0.741666666666667,CA1sp,0,1.76401364768206,1.83391475193134,0.140127781654641,fnkx8_200910_sess18
Pyramidal Cell,id2/dlx/ai80,2.18,0.741666666666667,CA1sp,0,5.69939398422671,2.15505869361545,0.124066083080629,fnkx8_200910_sess18
Narrow Interneuron,id2/dlx/ai80,1.98,0.25,CA1slm,0,-1.32373509621004,0.490253748894582,0.447332135427581,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,1.82,0.25,PTLp,0,1.56205730385213,4.94563401959409,0.0425520382360378,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,1.34,0.608333333333333,PTLp,0,2.19308402736251,2.607848922593,0.0202888887948841,fnkx9_200821_sess5
Wide Interneuron,id2/dlx/ai80,1.5,0.566666666666667,PTLp,0,1.67752849813415,4.03431051737089,0.00133037943845382,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,2.02,0.283333333333333,CA1so,0,13.6231901312833,3.03117089599902,0.257616012129958,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,2.14,0.741666666666667,PTLp,0,1.39260573378885,1.85809880270617,0.0133651396537268,fnkx9_200821_sess5
Wide Interneuron,id2/dlx/ai80,1.14,0.658333333333333,PTLp,0,2.95061656693959,4.62813583174958,0.0261676824358902,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,2.22,0.35,DG,0,4.01762943038587,2.86555184094051,0.22513752298637,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,1.9,0.4,DG,0,18.9221861360142,2.94708604269308,0.494049556796678,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,1.74,0.525,PTLp,0,2.43415504136358,3.83458872864008,0.0142606610102088,fnkx9_200821_sess5
Wide Interneuron,id2/dlx/ai80,1.06,0.6,CA1so,1,2.46118346231806,5.12967718149207,0.0321244440122187,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,0.9,0.7,PTLp,0,0.851350064247417,1.88119713864297,0.0224167646151124,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,2.1,0.333333333333333,CA1so,0,19.7849358532649,3.13675176319391,0.387136563910533,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,2.14,0.758333333333333,PTLp,0,3.27418572325937,5.97889065945199,0.0214678774087342,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,2.06,0.75,PTLp,0,1.19283619402018,0.20400288724322,0.016443493013158,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,0.9,0.683333333333333,PTLp,0,2.89661175410423,3.25694981982911,0.0288073734036726,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,2.26,0.658333333333333,CA3,0,4.58846203292991,1.98752824532363,0.279502033219936,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,2.34,0.616666666666667,CA3,0,0.8703522852473,2.30346605512997,0.200775419798215,fnkx9_200821_sess5
Wide Interneuron,id2/dlx/ai80,1.46,0.575,PTLp,0,1.45526153339671,4.91483411919545,0.0178822433210832,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,2.3,0.633333333333333,CA3,0,1.28524531963239,2.37905702097351,0.207384374098914,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,1.94,0.716666666666667,PTLp,0,2.60977894136152,0.687736810439016,0.0127670917981989,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,2.38,0.558333333333333,CA3,0,5.36063851883779,2.1993663226653,0.279633323383949,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,1.78,0.45,PTLp,0,3.57519387604847,4.00616705317189,0.0356789223710314,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,2.1,0.241666666666667,CA1sp,0,9.20800016548226,2.59060854518758,0.278996953013959,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,1.66,0.308333333333333,PTLp,0,1.96021925231502,5.37536332962239,0.046210494679279,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,1.7,0.341666666666667,PTLp,0,3.81730895060645,3.93147016708162,0.0118653394068096,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,1.66,0.408333333333333,CA1sp,0,1.33308135689088,3.89914529956014,0.59239443908566,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,1.7,0.583333333333333,CA1slm,1,-2.07597059852041,0.354926901747653,0.400418649616293,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,1.78,0.6,PTLp,0,1.46776688772989,1.98028910526277,0.0168490569252283,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,2.06,0.233333333333333,CA1slm,0,-1.60842745371685,0.361431004554782,0.504089267767536,fnkx9_200821_sess5
Narrow Interneuron,id2/dlx/ai80,1.38,0.366666666666667,PTLp,0,2.848571264806,3.52749590478058,0.00395428394876862,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,2.22,0.75,CA1sp,0,5.36901424678428,3.61435121057937,0.26695258566407,fnkx9_200821_sess5
Pyramidal Cell,id2/dlx/ai80,1.58,0.55,CA3,0,-1.8050894379679,3.6129056731542,0.156377351156837,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,1.3,0.433333333333333,DG,0,-1.37752531781948,6.17550111678104,0.0419425036894393,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.26,0.725,CA1sp,0,11.2835060189551,3.16470175006757,0.146198739671203,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,1.74,0.525,CA3,0,12.7523046751806,2.58154275380224,0.209652390619354,fnkx9_200824_sess6
Narrow Interneuron,id2/dlx/ai80,1.82,0.225,CA1sp,0,19.5678072064693,3.22596880244154,0.356322917448146,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.34,0.75,CA3,0,5.93120227012836,1.77945699067429,0.194349252830171,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,1.54,0.433333333333333,CA1sp,0,15.2583900032011,2.63077082018965,0.201938559317478,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.26,0.708333333333333,CA1sp,0,15.5312703828704,3.1212969659641,0.275100529897076,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.1,0.7,PTLp,0,-0.159713038316285,4.62812957897293,0.0295502559875479,fnkx9_200824_sess6
Wide Interneuron,id2/dlx/ai80,1.46,0.491666666666667,CA1sp,1,19.9919231253737,1.48550800135709,0.0727916197522308,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.3,0.716666666666667,CA1sp,0,11.0331663987166,3.0779192498913,0.260552462349139,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.3,0.65,CA1sp,0,1.66961239364722,3.05847733360759,0.10418721709212,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.26,0.666666666666667,CA1sp,0,1.65660540838771,3.29305901506829,0.146604127733044,fnkx9_200824_sess6
Wide Interneuron,id2/dlx/ai80,1.46,0.683333333333333,CA1sp,1,19.9291563119635,1.92886000929288,0.0488633310298873,fnkx9_200824_sess6
Wide Interneuron,id2/dlx/ai80,0.78,0.591666666666667,CA1sp,1,-0.557774791558647,0.313170989659551,0.321497245840364,fnkx9_200824_sess6
Narrow Interneuron,id2/dlx/ai80,2.18,0.333333333333333,CA1sp,0,21.947013122641,3.05475123366564,0.385285856629968,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.26,0.658333333333333,CA1sp,0,12.4346200320974,3.11841811337448,0.23329576186687,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.34,0.733333333333333,CA1sp,0,11.1933354480011,2.71740913123156,0.131829796780458,fnkx9_200824_sess6
Narrow Interneuron,id2/dlx/ai80,-0.98,0.391666666666667,CA1sp,0,1.57120139008461,4.0027936268879,0.470064248930737,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.26,0.725,CA1sp,0,13.3318490500895,3.06885067787514,0.179039039907447,fnkx9_200824_sess6
Narrow Interneuron,id2/dlx/ai80,2.22,0.233333333333333,CA1sp,0,28.7608779594577,3.23818539328409,0.366446031902954,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.1,0.691666666666667,CA1sp,0,2.31900039668822,3.29144538769381,0.115001069855856,fnkx9_200824_sess6
Wide Interneuron,id2/dlx/ai80,1.42,0.541666666666667,PTLp,0,-0.236831543251519,6.26741154875982,0.0346844224676738,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.26,0.708333333333333,CA1sp,0,7.62212362716553,2.42395845976659,0.105254830725903,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.38,0.583333333333333,CA1sp,0,1.6595210642545,2.75036440431067,0.081331925077394,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.34,0.625,CA1sp,0,7.24176020289952,2.90463900529648,0.171910243019894,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.38,0.633333333333333,CA1sp,0,9.28888888888889,3.33763052983377,0.22126919085359,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.3,0.658333333333333,CA1sp,0,0.36613978578944,2.76507829213425,0.0995487031620219,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.26,0.716666666666667,CA1sp,0,13.6013763389196,2.80501901870612,0.167829548795665,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.34,0.725,CA1sp,0,13.6101546452888,2.75375571526645,0.186839784224216,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.34,0.675,CA3,0,11.3772568088832,2.52220094999917,0.220709232801722,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,1.9,0.65,CA3,0,-0.159700892424915,3.11140998775067,0.112176977991307,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,1.62,0.441666666666667,PTLp,1,2.54515049882768,4.97922497840307,0.0196333551587568,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.22,0.675,CA1sp,0,7.27142525385267,3.08924351994774,0.241016454682553,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.42,0.725,PTLp,0,0.956393395254399,0.487404318856079,0.0791969004787996,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.22,0.675,CA1sp,0,4.84164848933675,3.29688104193895,0.148869045366124,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.3,0.708333333333333,CA1sp,0,8.51606326021172,1.98285911691732,0.110409608332141,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.34,0.625,CA3,0,14.1421565686208,2.0598560516732,0.287625537076617,fnkx9_200824_sess6
Pyramidal Cell,id2/dlx/ai80,2.18,0.525,PTLp,0,1.85723964900736,6.22200992490763,0.0176678082516905,fnkx9_200824_sess6
Narrow Interneuron,id2/dlx/ai80,2.06,0.291666666666667,CA1sp,0,14.3383832969186,2.98177053959356,0.289884640556087,fnkx9_200824_sess6
Narrow Interneuron,id2/nkx2.1/ai80,2.06,0.275,CA1so,0,36.4508468378095,2.63590951228729,0.439084717089727,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,1.62,0.5,DG,0,-3.36943328491925,5.84500607915352,0.054806804297018,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,1.66,0.35,CA1so,0,5.21178849267083,3.20715998497578,0.466587778317423,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.675,,0,21.3977614333111,2.57517195966692,0.473789866105997,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.18,0.275,CA1so,0,42.5747682882149,2.70339016539084,0.539013432027058,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.06,0.275,CA3,0,-0.83933003563461,1.22170986813865,0.467663298990171,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.26,0.333333333333333,CA3,0,0.249158125130194,1.41400005258908,0.454515868215255,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.38,0.583333333333333,CA3,0,4.59855579986875,2.00242608630154,0.299475216918135,fnkx11_201029_sess11
Wide Interneuron,id2/nkx2.1/ai80,0.94,0.6,PTLp,0,-0.47718338699051,5.41303057160104,0.0506793189442802,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.14,0.6,,0,21.103026613196,2.77762573923781,0.642853024856782,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.691666666666667,,0,8.06173345483722,2.64402618858733,0.302561407117472,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,1.98,0.316666666666667,CA3,0,1.25088252496964,1.52299853600256,0.4148493299622,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.22,0.391666666666667,,0,21.1521670795933,2.66538813127793,0.514385996162113,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.06,0.316666666666667,CA3,0,-0.0374082529181658,1.37681928759738,0.456891113943413,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.1,0.291666666666667,CA3,0,-0.755589956371553,1.2274229161944,0.450948361270989,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,1.3,0.491666666666667,DG,0,-1.23285295943499,2.76325286666884,0.0279575817558233,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.3,0.641666666666667,,0,11.9570631017164,2.21655461418994,0.382333849872175,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.34,0.666666666666667,CA3,0,16.1514881550263,2.67552506328167,0.544754799397089,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.733333333333333,,0,20.2578441586723,2.57363851326201,0.453158702301817,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.42,0.341666666666667,CA1so,0,28.1545282999136,2.4568941941083,0.450449884443543,fnkx11_201029_sess11
Wide Interneuron,id2/nkx2.1/ai80,1.54,0.525,,0,26.0260539844241,2.75894558304613,0.453929001204192,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.3,0.725,CA1sp,1,13.051321351398,2.66193925545149,0.391726694554226,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.558333333333333,,0,0.989688141306325,1.49858433365294,0.212864442791398,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.65,,0,8.87244386529199,2.45415583970762,0.317873817518565,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.38,0.616666666666667,CA3,0,6.42483041633542,2.38965160127609,0.277999218914509,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,1.46,0.308333333333333,CA1so,0,6.97269923209904,2.12821592619493,0.145379848645149,fnkx11_201029_sess11
Wide Interneuron,id2/nkx2.1/ai80,1.54,0.475,CA1so,0,23.5208954326933,2.27568185342827,0.377517429233223,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.26,0.391666666666667,CA1so,0,27.1067468648244,2.59604953007083,0.52649192749913,fnkx11_201029_sess11
Wide Interneuron,id2/nkx2.1/ai80,1.66,0.45,CA1so,0,19.5343755047228,2.98334414794206,0.455780534303299,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.14,0.566666666666667,CA1so,0,24.6914802190885,2.5871300230214,0.516927243040347,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.14,0.325,CA3,0,3.77835022617652,1.65362146589023,0.400069477952682,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,1.9,0.491666666666667,DG,0,-2.89704609685049,6.06275191908162,0.0600041071841169,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,1.78,0.458333333333333,CA3,0,6.5710698120242,3.11446524019861,0.278013010804073,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,1.74,0.35,CA1so,0,5.7299431161183,2.5616155809334,0.330163994173373,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.14,0.3,CA3,0,0.0641247391422065,1.32337209926716,0.444203253506708,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.42,0.625,CA3,0,10.681819485568,2.28519531331062,0.390259062199548,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.691666666666667,,0,4.62366174695944,2.30110156221911,0.256756745955328,fnkx11_201029_sess11
Wide Interneuron,id2/nkx2.1/ai80,1.54,0.383333333333333,CA1so,0,18.682056165809,2.95509901318948,0.465131166362254,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,2.22,0.508333333333333,CA1so,0,10.7643873533442,2.54967554289796,0.368459438512766,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.14,0.325,CA1so,0,24.7309419308681,2.54801168262508,0.392574260286932,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,1.94,0.45,CA1so,0,-2.47533377286573,5.87085205299493,0.410417861588761,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,1.82,0.4,CA3,0,10.6920016082562,3.16166235261854,0.267294712548708,fnkx11_201029_sess11
Wide Interneuron,id2/nkx2.1/ai80,1.46,0.716666666666667,CA1so,0,2.21092246908108,4.69604406119173,0.0314287798746273,fnkx11_201029_sess11
Narrow Interneuron,id2/nkx2.1/ai80,2.1,0.3,CA3,0,1.06267514501258,1.38464446655979,0.422604907091921,fnkx11_201029_sess11
Pyramidal Cell,id2/nkx2.1/ai80,-0.98,0.516666666666667,DG,0,-3.11396568903422,5.90460866150736,0.0775669717806662,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.06,0.291666666666667,DG,0,-2.12828122049211,1.44453001178604,0.515099667157728,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.06,0.291666666666667,CA1sp,0,27.8372300925736,2.64680473671007,0.421595142129334,fnkx11_201030_sess12
Wide Interneuron,id2/nkx2.1/ai80,1.5,0.45,CA1sp,0,16.0669543202723,2.22516862554624,0.430598680490624,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.18,0.291666666666667,CA1sp,0,43.2761190445654,2.71139232736049,0.534227715131012,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.675,CA1sp,0,8.11758216855541,2.42291015411083,0.287995777983645,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.3,0.658333333333333,CA1sp,0,10.4361521383387,2.06107454763607,0.35104963924671,fnkx11_201030_sess12
Wide Interneuron,id2/nkx2.1/ai80,1.42,0.7,CA1so,0,3.26613250505927,4.57353430518129,0.0471550108538194,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.06,0.491666666666667,DG,0,5.68737209935371,2.21446435121203,0.257314645682409,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.691666666666667,CA1sp,0,15.1367545699907,2.56930859710847,0.396551875463813,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,1.82,0.491666666666667,DG,0,-2.87159200678788,5.66790922432341,0.062449035984469,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,0.94,0.375,CA1sp,0,11.0220452942331,3.08253738857609,0.360163054468503,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,1.54,0.25,CA1sp,0,2.75837924227794,4.88923344418393,0.0099267390939429,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.65,CA1sp,0,8.86938876154978,2.5011004139048,0.384173535478536,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,1.66,0.325,CA1sp,0,5.5044204197126,3.35782925386292,0.517812515578709,fnkx11_201030_sess12
Wide Interneuron,id2/nkx2.1/ai80,1.58,0.483333333333333,CA1sp,0,27.5090583721146,2.79509647360982,0.603602135582969,fnkx11_201030_sess12
Wide Interneuron,id2/nkx2.1/ai80,0.94,0.633333333333333,PTLp,0,0.65166455800027,5.04146228197575,0.0206200489239392,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.616666666666667,CA1sp,1,19.8692625872145,2.82772478883076,0.491959550031518,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.42,0.341666666666667,CA1so,0,32.232508162679,2.65153014953265,0.50438307638975,fnkx11_201030_sess12
Wide Interneuron,id2/nkx2.1/ai80,1.7,0.525,CA1sp,0,-3.08279580936144,0.33225218331902,0.173854998176828,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.65,CA1sp,0,1.49345752176967,2.37960783589002,0.183051125809374,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.22,0.425,CA1sp,0,8.05795522119185,2.34016700512981,0.363133316723726,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,1.78,0.425,DG,0,2.39921086871466,2.57102704594883,0.296788975137622,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.566666666666667,CA1sp,0,2.58048163585924,2.31309732738072,0.251788834572352,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.3,0.625,DG,0,5.05781848412529,2.5246152439599,0.283061075466982,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.02,0.283333333333333,CA1sp,0,7.54575634301038,2.35842391616868,0.48542378090642,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.06,0.283333333333333,CA1sp,0,7.02676119521504,2.11804570755245,0.494132996988632,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.18,0.341666666666667,CA1sp,0,7.82793459392187,2.5800587547308,0.413554460553795,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.14,0.633333333333333,CA1sp,0,11.2516407004839,2.64718085894897,0.410444939242715,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.02,0.425,CA1sp,0,10.9199194154317,2.51850487611033,0.422410628917336,fnkx11_201030_sess12
Wide Interneuron,id2/nkx2.1/ai80,0.98,0.641666666666667,PTLp,0,-1.10013169896814,4.82462344393915,0.0171964008627543,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.34,0.55,,0,4.80408471052464,0.772386660476636,0.0950483652075691,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,1.98,0.408333333333333,DG,0,2.24010294872572,2.81497974471663,0.244471785864686,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,1.7,0.458333333333333,DG,0,-2.15548792547015,5.34013958554532,0.0947044027154032,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,2.26,0.716666666666667,CA1sp,0,1.79585941785535,2.78590364131971,0.23061330191264,fnkx11_201030_sess12
Pyramidal Cell,id2/nkx2.1/ai80,1.14,0.575,PTLp,0,0.742461395186273,4.1184182482632,0.0587331968136493,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,1.74,0.25,CA1so,0,8.30894556223419,2.62733213068586,0.512030732328246,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.34,0.341666666666667,CA1so,0,5.34511144192269,2.60076791488917,0.332518914228467,fnkx11_201030_sess12
Narrow Interneuron,id2/nkx2.1/ai80,2.14,0.416666666666667,CA1sp,0,13.6316592603736,2.64076390329689,0.488447252923323,fnkx11_201030_sess12
Wide Interneuron,id2/nkx2.1/ai80,0.98,0.608333333333333,PTLp,0,0.0458528918768974,0.626191437466581,0.00780054591181806,fnkx11_201030_sess12
Pyramidal Cell,id2/dlx/ai80,2.26,0.675,CA1sp,0,18.4880935501393,3.18880085903311,0.387998566517831,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.42,0.491666666666667,DG,0,-2.86760409554878,6.13362939746635,0.082787963867313,fnkx8_200908_sess16
Narrow Interneuron,id2/dlx/ai80,2.06,0.308333333333333,DG,0,11.6087494923623,2.8175829792307,0.246688482078348,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.3,0.641666666666667,CA1sp,0,14.6518099840806,2.67999741532326,0.257961256800736,fnkx8_200908_sess16
Narrow Interneuron,id2/dlx/ai80,1.94,0.35,CA1sp,0,18.042656053006,3.36257574881882,0.376497751655881,fnkx8_200908_sess16
Narrow Interneuron,id2/dlx/ai80,2.06,0.308333333333333,CA1so,0,9.20830487226871,2.43260862355665,0.181097570475705,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.1,0.741666666666667,CA1sp,0,11.2057684487705,2.27936763164415,0.21713433342856,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.26,0.733333333333333,CA1sp,0,7.62625626683832,2.844581308779,0.196614268939422,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.3,0.75,CA1sp,0,11.1261307721578,2.77019386539259,0.213946592557644,fnkx8_200908_sess16
Narrow Interneuron,id2/dlx/ai80,2.06,0.25,CA1sp,0,7.51827828633499,2.0515622667828,0.245419664248206,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.3,0.758333333333333,CA1sp,0,4.24919594510767,2.83796169450673,0.198061842709202,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.18,0.741666666666667,CA1sp,0,8.28932647427357,3.01686572572805,0.221523642677334,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.26,0.7,CA1sp,0,1.29110778444162,3.03473733250087,0.211300791141216,fnkx8_200908_sess16
Narrow Interneuron,id2/dlx/ai80,1.9,0.358333333333333,CA1sp,0,4.01877562641831,1.64802227609159,0.193605344888634,fnkx8_200908_sess16
Pyramidal Cell,id2/dlx/ai80,2.22,0.766666666666667,CA1sp,0,6.47546038433971,2.58227403724011,0.0556162959510773,fnkx8_200908_sess16
Narrow Interneuron,id2/dlx/ai80,2.06,0.291666666666667,CA1sp,0,-1.06221168273597,1.5974063955854,0.293320026889263,fnkx8_200908_sess16
