x(um)	y(um)	ch(#)
36	112.5	1
36	87.5	2
36	62.5	3
18	100	4
36	37.5	5
18	250	6
18	200	7
18	150	8
18	50	9
36	137.5	10
36	162.5	11
36	187.5	12
18	0	13
36	212.5	14
36	237.5	15
36	262.5	16
0	262.5	17
0	237.5	18
0	212.5	19
18	25	20
0	187.5	21
0	162.5	22
0	137.5	23
18	75	24
18	175	25
18	225	26
18	275	27
0	37.5	28
18	125	29
0	62.5	30
0	87.5	31
0	112.5	32
