x(um),y(um),ch(#)
40,5,1
0,5,2
45,5,3
15,5,4
40,0,5
5,5,6
80,5,7
20,5,8
45,0,9
0,0,10
85,5,11
5,0,12
80,0,13
15,0,14
85,0,15
20,0,16
120,5,17
55,5,18
135,5,19
60,5,20
125,5,21
55,0,22
140,5,23
60,0,24
120,0,25
95,5,26
135,0,27
100,5,28
125,0,29
95,0,30
140,0,31
100,0,32
