x(um),y(um),ch(#)
540,-40,1
540,-120,2
500,-100,3
500,-20,4
790,-40,5
790,-120,6
750,-100,7
750,-20,8
750,-60,9
770,-140,10
790,-80,11
790,0,12
500,-60,13
520,-140,14
540,-80,15
540,0,16
250,-20,17
250,-100,18
290,-120,19
290,-40,20
0,-20,21
0,-100,22
40,-120,23
40,-40,24
40,0,25
40,-80,26
20,-140,27
0,-60,28
290,0,29
290,-80,30
270,-140,31
250,-60,32
