x(um),y(um),ch(#)
40,5,1
0,5,2
80,5,3
15,5,4
45,5,5
5,5,6
40,0,7
20,5,8
85,5,9
0,0,10
80,0,11
15,0,12
85,0,13
5,0,14
45,0,15
20,0,16
120,5,17
55,5,18
135,5,19
95,0,20
125,5,21
60,5,22
140,5,23
100,0,24
120,0,25
60,0,26
135,0,27
95,5,28
125,0,29
55,0,30
140,0,31
100,5,32
