x(um),y(um),ch(#)
1000,1250,1
1180,1160,2
1250,1000,3
1180,840,4
1000,750,5
850,840,6
750,1000,7
850,1160,8
3000,1250,9
3180,1160,10
3250,1000,11
3180,840,12
3000,750,13
2850,840,14
2750,1000,15
2850,1160,16
