x(um),y(um),ch(#)
300,66,1
300,110,2
150,-450,3
150,50,4
150,-350,5
150,-250,6
150,-150,7
150,-50,8
150,150,9
300,22,10
300,-22,11
317.3,-44,12
150,250,13
317.3,0,14
317.3,44,15
317.3,88,16
0,110,17
0,66,18
0,22,19
150,200,20
0,-22,21
17.3,-44,22
17.3,0,23
150,100,24
150,-100,25
150,-200,26
150,-300,27
150,-400,28
150,0,29
150,-500,30
17.3,88,31
17.3,44,32
