x(um),y(um),ch(#)
100,5,1
105,5,2
100,0,3
105,0,4
200,5,5
205,5,6
200,0,7
205,0,8
300,5,9
305,5,10
300,0,11
305,0,12
0,0,13
400,5,14
0,100,15
405,5,16
0,300,17
400,0,18
0,200,19
405,0,20
500,5,21
505,5,22
500,0,23
505,0,24
600,5,25
605,5,26
600,0,27
605,0,28
700,5,29
705,5,30
700,0,31
705,0,32
